ufs_serial,run_wf_xy,position,pi,one_minus_pi,mu,pred,health
S00031,0000004_8_26_15,1,0.20490143331398758,0.7950985666860124,0.0011561646232791684,0.0009192648348223403,0.0
S00032,0000004_5_36_15,1,0.2722585254410122,0.7277414745589879,0.0011783829075690344,0.0008575581147493966,0.0024556306573382
S00034,0000004_7_41_27,1,0.24432160009801826,0.7556783999019817,0.0011160075856518955,0.0008433428266038981,0.0
S00035,0000004_7_30_25,1,0.20428574611070352,0.7957142538892965,0.0011723832561143037,0.0009328820679112972,0.0
S00037,0000004_8_47_19,1,0.29801670283470566,0.7019832971652944,0.0011888722535040655,0.0008345684644231176,0.0024203995363741
S00038,0000003_14_50_14,1,0.2160517143611634,0.7839482856388366,0.001174180250935393,0.0009204965947517803,0.0
S00039,0000006_11_28_31,1,0.7634098488031283,0.23659015119687166,0.0010069996806891036,0.0002382462067094365,0.0024294149851399
S00041,0000004_23_41_11,1,0.5237515952983008,0.47624840470169916,0.001220254417894895,0.0005811442198526442,0.0024488066378919
S00042,0000007_16_21_29,1,0.2902936351416312,0.7097063648583688,0.001052761517190345,0.0007471515494279409,0.0024355223631917
S00043,0000008_3_54_30,1,0.548484281709583,0.45151571829041703,0.0010911554027669419,0.0004926738154467851,0.0
S00044,0000009_3_57_14,1,0.5569274822414155,0.44307251775858447,0.0012151151593045907,0.0005383841329997085,0.0
S00047,0000004_21_17_27,1,0.6413548992226512,0.3586451007773488,0.0011814012199772076,0.0004237037595972084,0.0024454088310256
S00049,0000003_15_41_11,1,0.48980942184205817,0.5101905781579419,0.0014150163600989778,0.000721928014861844,0.0
S00051,0000011_21_22_29,1,0.5818149659805952,0.41818503401940477,0.0011623265556829708,0.0004860675702299407,0.0023918839575332
S00052,0000011_20_50_12,1,0.7914408758672385,0.20855912413276145,0.0010465578372365419,0.0002182691858883303,0.0
S00056,0000011_18_45_11,1,0.7570301951099841,0.24296980489001585,0.0011472938793626152,0.000278757770020244,0.0024112401634015
S00057,0000014_24_59_15,1,0.177881031386341,0.822118968613659,0.0015401373874635539,0.0012661761605048721,0.0
S00058,0000011_18_16_26,1,0.17649725903505534,0.8235027409649447,0.0009513839564721677,0.0007834672958649038,0.0
S00059,0000013_13_17_27,1,0.3511972519360275,0.6488027480639724,0.001337712923008892,0.0008679118205688583,0.00240752581914
S00061,0000015_18_56_14,1,0.1449133767348139,0.8550866232651861,0.0012927654477239382,0.0011054264413681689,0.0
S00062,0000015_15_42_16,1,0.4255763859460352,0.5744236140539648,0.0010010504749035714,0.0005750270316445473,0.0
S00063,0000015_18_44_28,1,0.10021789931136132,0.8997821006886386,0.0011497799719349725,0.0010345514384773734,0.0
S00064,0000015_11_27_14,1,0.23259007869748524,0.7674099213025147,0.001156514471612573,0.0008875206796454241,0.0
S00065,0000015_13_43_15,1,0.11980451908824946,0.8801954809117505,0.0012233034399927371,0.001076746159665406,0.0
S00068,0000015_14_26_20,1,0.15248458856911865,0.8475154114308814,0.0012129805313562231,0.0010280196940900186,0.0096413121496052
S00069,0000012_8_41_16,1,0.1371470229243405,0.8628529770756594,0.0011245109535576892,0.0009702876240314407,0.0024141213958187
S00071,0000015_13_30_26,1,0.10050439539776838,0.8994956046022317,0.0011517851919546963,0.001036025717609187,0.0
S00072,0000012_10_49_25,1,0.1768322149481774,0.8231677850518226,0.0011053967199858151,0.0009099269695942733,0.0
S00075,0000012_6_37_16,1,0.3804754100815382,0.6195245899184618,0.0011622433875123767,0.000720038358034049,0.0
S00079,0000012_4_27_19,1,0.1920800166790714,0.8079199833209286,0.0011422859342662245,0.0009228756329600995,0.0
S00080,0000012_10_34_31,1,0.2630537012091821,0.736946298790818,0.0011936896052808315,0.0008796851365167812,0.0024551575598599
S00081,0000012_5_31_25,1,0.2592120280369503,0.7407879719630497,0.0011854712445167025,0.0008781828390460406,0.0048692551117381
S00084,0000004_21_17_18,1,0.4822313590929267,0.5177686409070733,0.0010107933418662231,0.0005233570948559931,0.0
S00086,0000004_20_42_12,1,0.35991961269914,0.64008038730086,0.0012491929876378455,0.0007995839313407506,0.0
S00087,0000005_13_32_29,1,0.12205502108794102,0.877944978912059,0.0012056904377041834,0.0010585298659046706,0.0071833265884257
S00092,0000003_22_33_16,1,0.38831035072912923,0.6116896492708708,0.0010129236066612163,0.0006195948856967848,0.0
S00096,0000004_19_42_16,1,0.1441044119208926,0.8558955880791074,0.0012792427695665826,0.0010948982425541362,0.0
S00098,0000004_9_61_16,1,0.2577355356258969,0.7422644643741031,0.001114268867799407,0.0008270821843258652,0.0
S00099,0000005_7_33_16,1,0.20974828571130366,0.7902517142886963,0.0013027812260242673,0.0010295250972088069,0.002429023161249
S00101,0000005_12_36_19,1,0.5806824132437699,0.4193175867562301,0.0010451977483669178,0.0004382697975282614,0.0047811447811447
S00103,0000003_18_48_19,1,0.07987117469926906,0.9201288253007309,0.0011803332044482172,0.0010860586048723857,0.0023947190902958
S00106,0000005_18_38_23,1,0.14009571823208616,0.8599042817679139,0.0010991805764610418,0.0009451900841349738,0.0
S00108,0000005_10_54_18,1,0.1640975251085194,0.8359024748914806,0.0011327854469277154,0.0009468981586079293,0.0
S00109,0000006_11_43_18,1,0.5173470077585066,0.4826529922414934,0.0010702730035448682,0.0005165704676762212,0.0024466006035276
S00111,0000005_10_55_15,1,0.22344702581133835,0.7765529741886616,0.0010825180303260756,0.0008406325960625659,0.0
S00113,0000005_11_51_20,1,0.25441928985260404,0.7455807101473959,0.0013078823893578,0.0009751318806466615,0.0
S00114,0000004_25_46_27,1,0.28579982126731707,0.7142001787326829,0.001168719477490233,0.0008346996597118923,0.0
S00116,0000006_5_51_22,1,0.12293994101412378,0.8770600589858762,0.0010764142969597302,0.0009440799867847415,0.0
S00120,0000006_16_30_16,1,0.5910090579854131,0.40899094201458686,0.0011620691768125925,0.0004752757673106977,0.0
S00121,0000005_17_50_27,1,0.21870938125603614,0.7812906187439639,0.0010237360729629427,0.0007998353898757332,0.0
S00122,0000006_16_18_16,1,0.329108880331386,0.670891119668614,0.0011821745061553208,0.0007931103780782341,0.0
S00123,0000006_24_29_23,1,0.5302512556107843,0.46974874438921566,0.0010854890556404985,0.0005099071209353596,0.0120079634300735
S00124,0000005_17_31_19,1,0.17580900377950653,0.8241909962204934,0.0010430832817689298,0.0008596998491420759,0.0
S00126,0000017_6_56_26,1,0.35459084939955765,0.6454091506004423,0.0010877172351437508,0.0007020226568275898,0.0145181549966406
S00127,0000017_11_44_20,1,0.2811280466439346,0.7188719533560655,0.0013224333159368188,0.0009506602210106398,0.0
S00128,0000017_19_43_26,1,0.386070134872566,0.6139298651274341,0.0010358737667505251,0.000635953841910197,0.0023878847281078
S00129,0000017_24_13_21,1,0.6706938072573274,0.3293061927426726,0.00108579813749043,0.00035756005074405846,0.0071621056878935
S00130,0000017_9_33_16,1,0.4935234446261728,0.5064765553738272,0.0009396696777997244,0.0004759206616012385,0.0048756321399316
S00131,0000017_3_63_24,1,0.217672388869524,0.782327611130476,0.0012088350484304848,0.0009457050356894144,0.0
S00132,0000017_9_37_26,1,0.49699049072146395,0.503009509278536,0.001042550818972816,0.0005244129758494521,0.0
S00133,0000017_9_35_15,1,0.3841791979506463,0.6158208020493536,0.0009320106460229821,0.0005739515435524091,0.0
S00134,0000017_11_39_25,1,0.305065322582633,0.694934677417367,0.0013018409311680436,0.000904694407549989,0.0
S00135,0000018_24_27_14,1,0.16280995159205283,0.8371900484079472,0.0012820707517265967,0.0010733368747004029,0.0024002704530087
S00136,0000001_22_29_23,1,0.27267575616963013,0.7273242438303699,0.001080735692433561,0.000786045270279731,0.0024124339857098
S00137,0000001_1_62_25,1,0.4457782710994424,0.5542217289005575,0.0011882670379177562,0.0006585634121503232,0.0
S00138,0000009_20_36_24,1,0.3171713036675036,0.6828286963324963,0.0009693435691756782,0.0006618956056385173,0.0024209654634906
S00139,0000018_24_19_25,1,0.15395041794286715,0.8460495820571329,0.0012703252628463453,0.001074758157707768,0.0023857183316292
S00142,0000001_17_25_28,1,0.21830342974915687,0.7816965702508432,0.001141486119906502,0.0008922957849198553,0.0023883666839667
S00144,0000020_8_25_17,1,0.154926159196829,0.845073840803171,0.0011801992893326417,0.0009973555463495085,0.0
S00145,0000001_17_60_25,1,0.2957365751999813,0.7042634248000187,0.0011142966828117345,0.0007847583980802922,0.0048074365336157
S00146,0000001_1_48_16,1,0.22951048974839183,0.7704895102516082,0.0011366124939678603,0.0008757480038231556,0.0
S00148,0000001_17_21_22,1,0.313427356247308,0.686572643752692,0.001225143015690674,0.0008411496792578918,0.0023848940713548
S00149,0000001_17_45_19,1,0.23495462905446196,0.765045370945538,0.001155884383819611,0.0008843039971894289,0.0
S00150,0000020_10_45_21,1,0.9830688285223563,0.01693117147764367,0.0011824622857814359,2.0020471726411983e-05,0.0024284534611569
S00151,0000001_9_37_22,1,0.6757706582004014,0.3242293417995986,0.0012084179958600444,0.0003918045714164923,0.0
S00152,0000017_25_45_27,1,0.8856543945724867,0.11434560542751326,0.0009991667255440774,0.0001142503241553635,0.0
S00153,0000001_7_47_24,1,0.709095530073716,0.29090446992628405,0.001080920563558046,0.0003144446235742736,0.0
S00154,0000001_15_48_24,1,0.5080933073812125,0.4919066926187875,0.001197407575356557,0.0005890128001103255,0.0024048348309115
S00155,0000001_10_39_13,1,0.877646807774985,0.12235319222501495,0.0010656582034936544,0.0001303866830182232,0.0
S00156,0000001_11_25_17,1,0.6502032005619409,0.3497967994380591,0.001242677227163344,0.00043468451679629967,0.0
S00157,0000009_7_29_17,1,0.8473517060524297,0.1526482939475703,0.0010589078044097003,0.0001616404697909082,0.0023905723905723
S00158,0000001_11_39_30,1,0.5970390895388533,0.4029609104611467,0.0013070902193065277,0.0005267062648266183,0.0
S00162,0000001_23_16_22,1,0.35936105707151883,0.6406389429284811,0.0011736701230014538,0.0007518987869463917,0.0
S00164,0000017_19_41_12,1,0.3014522911457474,0.6985477088542527,0.001151653100993717,0.0008044846350940562,0.0
S00165,0000001_23_55_25,1,0.5500587117976891,0.44994128820231094,0.0010633053554457473,0.00047842498138167566,0.0
S00166,0000001_23_33_21,1,0.5216672970621514,0.4783327029378486,0.0010567820903945124,0.000505493433714717,0.0
S00168,0000007_10_25_22,1,0.36325202949273494,0.6367479705072651,0.0010715013685125832,0.0006822763217961444,0.0044468304030778
S00169,0000007_5_44_15,1,0.14789939493846296,0.8521006050615371,0.0011707859744487595,0.0009976274372253493,0.002185201306724
S00170,0000007_5_32_12,1,0.15388027441299706,0.846119725587003,0.0014401043707330083,0.0012185007149812567,0.0
S00171,0000007_10_37_22,1,0.2682588528201345,0.7317411471798655,0.0010612087146315455,0.0007765300822417576,0.002232734493277
S00174,0000007_20_40_22,1,0.10221637990380145,0.8977836200961986,0.0013414071637940731,0.0012042933795340174,0.0
S00175,0000007_21_46_13,1,0.24856791533975373,0.7514320846602462,0.001043392280672332,0.0007840384365840192,0.0
S00177,0000021_19_40_29,1,0.1726405147424973,0.8273594852575027,0.0011989156829778646,0.0009919342623357134,0.0043713251623854
S00178,0000021_19_46_28,1,0.14410840468718186,0.8558915953128181,0.0011897479584982104,0.0010182952782192018,0.0
S00180,0000021_22_54_28,1,0.4990973076333018,0.5009026923666982,0.001056230309956524,0.000529068606016535,0.0
S00181,0000021_22_33_20,1,0.506738659601438,0.49326134039856195,0.0010784096060481017,0.0005319377677779717,0.0
S00183,0000021_22_55_14,1,0.5302835825461396,0.4697164174538604,0.0011438935266687095,0.0005373055692954881,0.0
S00185,0000021_24_54_16,1,0.29308918297958236,0.7069108170204177,0.001090703157375759,0.000771029860107247,0.0
S00186,0000021_25_55_25,1,0.2611250140922647,0.7388749859077353,0.0010820612580523118,0.0007995079967947082,0.0
S00187,0000021_11_35_14,1,0.32593514504354437,0.6740648549564556,0.001060303258761275,0.0007147131623267761,0.0023849627379564
S00188,0000021_24_34_12,1,0.4071317977872064,0.5928682022127936,0.0009986279418931403,0.0005920547525896482,0.0
S00189,0000021_11_40_25,1,0.38654185887899734,0.6134581411210027,0.00107334444162423,0.0006584518859413607,0.0
S00191,0000021_9_31_21,1,0.5211168014998491,0.47888319850015093,0.0010527580578972172,0.0005041481460126264,0.0
S00192,0000021_8_42_14,1,0.57147564399224,0.42852435600775995,0.0013023958452994448,0.0005581083408741268,0.0
S00193,0000021_9_17_24,1,0.36359098187950356,0.6364090181204964,0.0010689777058456099,0.0006803070521699054,0.0
S00194,0000021_8_47_20,1,0.7072493674638434,0.29275063253615663,0.0011847380511736763,0.0003468328138707472,0.0023942345675443
S00199,0000008_6_28_27,1,0.24636005437536576,0.7536399456246342,0.0011562457308675644,0.0008713929697397466,0.0
S00201,0000008_6_35_28,1,0.3246369832312861,0.6753630167687139,0.0010989433776434187,0.0007421857147832593,0.0
S00202,0000008_6_40_24,1,0.22593676006277724,0.7740632399372227,0.0012490321579561355,0.0009668298789733072,0.0
S00205,0000008_24_19_24,1,0.27647750979938335,0.7235224902006167,0.0011220068436046653,0.0008117971855069813,0.0024191978193146
S00206,0000016_3_14_20,1,0.5538949814615551,0.44610501853844486,0.0009914694633320076,0.0004422995033200272,0.0
S00207,0000016_3_47_21,1,0.469627529111513,0.5303724708884869,0.0009945700831251955,0.0005274925924588778,0.0024246859373094
S00208,0000008_12_60_17,1,0.15624561957231847,0.8437543804276815,0.0011440812364924475,0.0009653235548556208,0.0
S00210,0000008_12_51_18,1,0.47478719871881214,0.5252128012811879,0.0010728497966346498,0.0005634744470444372,0.0
S00211,0000016_15_26_16,1,0.11650138181478688,0.8834986181852131,0.0012130617242481455,0.0010717383571466085,0.0024002356770644
S00214,0000002_16_54_27,1,0.5661415898219461,0.43385841017805393,0.0011321396383708294,0.000491188303603125,0.0
S00216,0000002_14_39_30,1,0.6502120855889638,0.3497879144110362,0.0009904707057745786,0.0003464546824581169,0.0
S00217,0000002_22_35_18,1,0.7252073260995054,0.27479267390049456,0.0011624708892977,0.0003194384840016008,0.0
S00218,0000004_22_56_15,1,0.23160076919753564,0.7683992308024643,0.0012456935919713614,0.000957189997886353,0.0
S00220,0000004_10_33_26,1,0.1982844504162409,0.8017155495837591,0.0011607988690743897,0.0009306305032761804,0.0048111362800333
S00221,0000006_23_50_17,1,0.13654330432453768,0.8634566956754623,0.0011031783637175682,0.0009525467446762348,0.0024405814181889
S00223,0000004_4_32_29,1,0.34117262162914985,0.6588273783708501,0.001140532396892521,0.0007514139689917215,0.0
S00226,0000004_4_37_16,1,0.14197347388095471,0.8580265261190453,0.0010590523494571004,0.0009086950083828891,0.0
S00227,0000009_6_47_25,1,0.7513165179153414,0.24868348208465862,0.0010808614027119662,0.00026879237727732024,0.0
S00229,0000003_10_41_20,1,0.4111237622069113,0.5888762377930887,0.0010296860987013398,0.000606357675911088,0.0
S00233,0000011_23_16_18,1,0.7696066369164092,0.23039336308359082,0.0009818651713225802,0.0002262152189156553,0.0
S00237,0000011_19_38_25,1,0.6216669848764879,0.37833301512351214,0.0010574781379821864,0.000400078892369998,0.0
S00238,0000016_25_37_23,1,0.8356890740113783,0.16431092598862174,0.001078748536099242,0.0001772501708753366,0.0
S00245,0000009_7_47_29,1,0.8844204254634477,0.11557957453655232,0.0010021222129523498,0.00011582485900666087,0.0
S00247,0000008_22_40_17,1,0.5076701205441032,0.4923298794558968,0.0013902404260486983,0.0006844569013712702,0.0
S00248,0000009_2_61_20,1,0.4964045392856262,0.5035954607143738,0.0010143209392131948,0.0005108074206953051,0.0048394556829523
S00249,0000009_2_17_26,1,0.37810992087046447,0.6218900791295355,0.0011006817447923682,0.0006845030573653611,0.0072902762090563
S00252,0000001_16_16_19,1,0.4934399334680073,0.5065600665319927,0.0011417279276909643,0.0005783537750125691,0.0
S00253,0000008_14_19_17,1,0.4250157824963494,0.5749842175036506,0.0011033181092840183,0.0006343904997242785,0.0
S00257,0000019_14_46_22,1,0.5529222918270986,0.4470777081729014,0.001179716929824907,0.000527425141278891,0.0122792453576052
S00258,0000022_7_29_26,1,0.39632417832136024,0.6036758216786398,0.0010952304940842256,0.0006611641684437974,0.004889013491513
S00259,0000022_6_51_28,1,0.46100505075300025,0.5389949492469998,0.0010847554017720884,0.0005846776827235557,0.0
S00260,0000022_7_18_22,1,0.3801623375134998,0.6198376624865002,0.0009847656040878887,0.0006103948101349433,0.0
S00261,0000022_6_22_20,1,0.6748568059745599,0.3251431940254401,0.000993266044297527,0.00032295369415991223,0.0
S00262,0000022_7_37_31,1,0.6093668501664486,0.39063314983355135,0.0010486400979195108,0.00040963358449206224,0.0
S00264,0000022_6_30_20,1,0.4024871583754694,0.5975128416245306,0.0010000961009119225,0.000597570263153496,0.0
S00265,0000022_5_40_28,1,0.4003233891449473,0.5996766108550526,0.0010950664251483794,0.0006566857224941384,0.0021986286219862
S00267,0000022_3_51_13,1,0.11086447480744842,0.8891355251925516,0.0013394163647875185,0.0011909226729568485,0.0022214176846302
S00268,0000022_7_32_31,1,0.6037148372317885,0.39628516276821146,0.0011681269868912957,0.00046291139313415754,0.0
S00269,0000022_7_34_16,1,0.6065141261334919,0.39348587386650813,0.0010465586679078746,0.0004118060519942987,0.0
S00270,0000022_7_23_24,1,0.47384061827908147,0.5261593817209185,0.0010850929867666221,0.0005709318550268307,0.0021931566452205
S00271,0000022_1_58_22,1,0.3774082911608032,0.6225917088391968,0.001120269682822484,0.0006974706161891953,0.0
S00273,0000022_5_27_13,1,0.3215858647533392,0.6784141352466608,0.001226538489264464,0.000832101048541097,0.0023947190902958
S00275,0000022_1_37_16,1,0.2551512598677693,0.7448487401322307,0.0012174161740797957,0.0009067909034799362,0.0
S00277,0000003_10_28_21,1,0.3358927706535346,0.6641072293464654,0.001076719233100943,0.0007150570266787182,0.0
S00278,0000003_10_58_21,1,0.23642133587986153,0.7635786641201385,0.0010951963622541378,0.0008362685752392498,0.0024270303793883
S00283,0000012_21_38_24,1,0.7159802953855866,0.2840197046144134,0.00118657682450663,0.0003370111991986817,0.0
S00284,0000012_15_62_18,1,0.7257093385620015,0.2742906614379985,0.0011034907066741926,0.0003026771958243487,0.0
S00289,0000023_4_30_31,1,0.3009179200051681,0.6990820799948319,0.0013671044540013678,0.0009557182252734752,0.0
S00290,0000023_12_31_31,1,0.24857759304186391,0.7514224069581361,0.0011328639168338799,0.0008512593311433358,0.0024540301396377
S00294,0000013_13_46_19,1,0.17411879865654725,0.8258812013434528,0.0011495713143955973,0.0009494093381630079,0.0
S00296,0000012_10_16_24,1,0.1538193649730764,0.8461806350269236,0.0012703908948351929,0.0010749801741240653,0.0
S00297,0000024_4_14_24,1,0.30263260785113344,0.6973673921488666,0.001143705510029068,0.0007975829289152606,0.0048750582407611
S00302,0000008_14_50_23,1,0.4131492754861209,0.5868507245138791,0.0010724508754605703,0.0006293685732695796,0.0
S00303,0000001_13_52_15,1,0.44497815775233573,0.5550218422476643,0.001146535796986945,0.0006363524102465882,0.0044147169073886
S00308,0000008_9_24_19,1,0.510090142615337,0.489909857384663,0.0009955499038372586,0.0004877297114082263,0.0
S00309,0000009_1_25_17,1,0.5311164234477735,0.46888357655222646,0.001239591439504968,0.0005812240676186122,0.0021791077496437
S00310,0000009_1_21_19,1,0.6591239177560795,0.3408760822439205,0.0011697154061228972,0.0003987280049795296,0.0156605896916497
S00311,0000009_3_34_21,1,0.5659671596087307,0.4340328403912693,0.0012069926281665876,0.0005238744387344672,0.0
S00312,0000009_3_33_22,1,0.7077053107008585,0.2922946892991415,0.0012266937817052466,0.0003585560777887239,0.0022374990433228
S00313,0000009_14_30_14,1,0.6731779704123086,0.32682202958769135,0.001121563016956204,0.00036655150151212085,0.0
S00314,0000009_24_57_25,1,0.7938885013864786,0.2061114986135214,0.0010909468364366129,0.0002248566873656305,0.0021928953719759
S00315,0000008_22_48_15,1,0.42478754392043955,0.5752124560795604,0.0011675416523912472,0.0006715845014471576,0.0021781336418657
S00316,0000009_24_24_28,1,0.730272952376669,0.269727047623331,0.001023117645678426,0.00027596250194017506,0.0
S00318,0000009_14_23_19,1,0.6151609138516616,0.3848390861483384,0.0011304428232904087,0.00043503858305802846,0.0022137295775651
S00319,0000009_24_43_31,1,0.7257282890635817,0.27427171093641833,0.001025292204492538,0.0002812086471359405,0.0021892730027839
S00321,0000025_16_24_21,1,0.9859711347546877,0.014028865245312327,0.0011056370644846178,1.5510833387877397e-05,0.0
S00323,0000023_16_27_22,1,0.33167518014426584,0.6683248198557341,0.0010976648301107513,0.0007335966498457429,0.0
S00324,0000023_18_39_23,1,0.22976410693014873,0.7702358930698513,0.0011833482659845374,0.0009114573084632601,0.002440437609255
S00325,0000023_18_17_18,1,0.4159256333613439,0.5840743666386561,0.0011715953874419825,0.0006842988338769468,0.0
S00326,0000023_10_62_21,1,0.3749475873963345,0.6250524126036655,0.00123911171253133,0.0007745097654031674,0.0
S00327,0000023_15_55_16,1,0.42802102402945286,0.5719789759705471,0.001317264612207527,0.0007534476639727011,0.0044787484736659
S00328,0000023_10_48_17,1,0.3501356692580814,0.6498643307419186,0.001201436066399608,0.0007807704452199845,0.0
S00329,0000023_10_37_27,1,0.5202144207841308,0.4797855792158692,0.0012393906243231125,0.0005946417485655823,0.0021770745724698
S00331,0000023_11_50_17,1,0.29024219533592,0.70975780466408,0.0010791659557985616,0.0007659464596558007,0.0
S00332,0000023_14_40_12,1,0.5043190465376504,0.49568095346234964,0.0010882261000201856,0.0005394129508406199,0.0
S00334,0000023_13_40_16,1,0.28873734953763086,0.7112626504623691,0.0010482758188406942,0.0007455994373242425,0.0072413089722295
S00335,0000023_13_34_20,1,0.35314369498083487,0.6468563050191651,0.0010817601148339073,0.0006997433507985691,0.0
S00336,0000023_13_42_31,1,0.5183225761503103,0.4816774238496897,0.001063380091289127,0.0005122061829451946,0.0
S00339,0000023_16_61_22,1,0.37434823894032615,0.6256517610596739,0.00101737063594704,0.0006365197300306659,0.0
S00340,0000023_11_34_26,1,0.20498471984329106,0.795015280156709,0.0011016237728892946,0.0008758077324308733,0.0
S00341,0000023_23_58_19,1,0.4947024217189137,0.5052975782810862,0.0010737167741765186,0.0005425464857511748,0.0
S00342,0000023_21_17_17,1,0.7007548353390204,0.2992451646609796,0.0010564356286954387,0.00031613325366269205,0.0239999227366672
S00343,0000023_18_55_23,1,0.25101609384833634,0.7489839061516637,0.0011899729186528015,0.0008912705648272711,0.0071593200806683
S00344,0000023_22_50_14,1,0.2083153934157096,0.7916846065842904,0.0012819913061837551,0.0010149327828805667,0.0
S00347,0000023_17_36_15,1,0.3510500070418078,0.6489499929581922,0.001059571638641481,0.0006876090074350894,0.0
S00349,0000023_18_32_24,1,0.22211371890029116,0.7778862810997088,0.0013142328695840613,0.001022323719419744,0.0
S00350,0000023_13_61_27,1,0.4748820823227018,0.5251179176772982,0.0010683415652651645,0.0005610052981201486,0.0022072702240579
S00351,0000009_7_28_30,1,0.8189382522677936,0.1810617477322064,0.0010267224490496144,0.00018590016106081442,0.0
S00352,0000001_20_27_14,1,0.33943334207027487,0.6605666579297251,0.0010418330207442024,0.0006882001566338278,0.0
S00354,0000003_16_18_18,1,0.26144889158232276,0.7385511084176772,0.0010237313676679345,0.0007560779363130977,0.0047855643499528
S00356,0000005_22_37_28,1,0.2499209809390649,0.7500790190609351,0.0013271267171594,0.000995449906176482,0.0
S00357,0000003_22_47_28,1,0.24391380160919746,0.7560861983908025,0.0010804476275938152,0.0008169115393077693,0.0
S00358,0000007_8_43_31,1,0.15799485360632992,0.8420051463936701,0.0012767138170641393,0.0010749996044399118,0.0
S00360,0000007_10_28_25,1,0.2236235270502809,0.7763764729497191,0.0010734001359892387,0.000833362611643074,0.0
S00361,0000007_25_43_25,1,0.1863284639495779,0.8136715360504221,0.001107813957432925,0.000901396684402545,0.0024229128580134
S00362,0000007_5_38_13,1,0.18368895665436116,0.8163110433456389,0.0011729745052742773,0.0009575120422182799,0.0
S00363,0000005_19_31_30,1,0.2204978167730212,0.7795021832269788,0.0012761486499500265,0.0009947606587582072,0.0
S00366,0000009_21_58_28,1,0.284470079260668,0.715529920739332,0.001199284130903885,0.0008581236791295955,0.0044445636815653
S00369,0000008_3_52_22,1,0.23945671478181288,0.7605432852181871,0.001050115844113845,0.0007986585539420133,0.0
S00371,0000008_2_37_19,1,0.28280623205637967,0.7171937679436203,0.0010557185322649957,0.0007571547520430408,0.0087046378029984
S00373,0000009_21_50_18,1,0.22945509880743423,0.7705449011925658,0.0011230434915357683,0.0008653554362203827,0.0023894345645892
S00376,0000008_2_39_24,1,0.16029786858414108,0.8397021314158589,0.0011125433692691174,0.0009342050384678588,0.0022044799290308
S00377,0000008_2_51_28,1,0.28015358138487856,0.7198464186151214,0.0010821618844791625,0.000778990356904116,0.0066640743372799
S00378,0000009_25_19_20,1,0.2571660807063824,0.7428339192936175,0.0010577103658440789,0.0007857031365374431,0.0
S00379,0000009_25_34_14,1,0.30931854633056993,0.6906814536694301,0.001103615278098786,0.000762246604569062,0.0024318042813455
S00380,0000008_4_52_15,1,0.3350261402678453,0.6649738597321547,0.0011293928641998676,0.0007510167320609392,0.0
S00383,0000007_6_45_25,1,0.17300061821558832,0.8269993817844117,0.0010145996051996826,0.0008390732462588456,0.0
S00384,0000008_4_36_13,1,0.29077751879263714,0.7092224812073629,0.0011691462198561667,0.0008291847829405996,0.0043461531734788
S00388,0000009_5_43_17,1,0.5743410652102657,0.42565893478973427,0.0011679933553620414,0.0004971668074848941,0.0
