ufs_serial,run_wf_xy,position,pred,health
S00199,0000008_6_28_27,1,0.0017350982617620947,0.0
S00201,0000008_6_35_28,1,0.0018397459380074558,0.0
S00202,0000008_6_40_24,1,0.002475932344503783,0.0
S00205,0000008_24_19_24,1,0.001450445446564365,0.0024191978193146
S00206,0000016_3_14_20,1,0.00021276054397059832,0.0
S00207,0000016_3_47_21,1,2.7885682937687584e-05,0.0024246859373094
S00208,0000008_12_60_17,1,0.0011641413999401843,0.0
S00210,0000008_12_51_18,1,1.0186762870523625e-05,0.0
S00211,0000016_15_26_16,1,0.00027155948493037997,0.0024002356770644
S00214,0000002_16_54_27,1,0.00069074206491408,0.0
S00216,0000002_14_39_30,1,0.0014170427061635518,0.0
S00217,0000002_22_35_18,1,0.0005872023551918186,0.0
S00218,0000004_22_56_15,1,0.0005694838405920885,0.0
S00220,0000004_10_33_26,1,0.0026706750202583,0.0048111362800333
S00221,0000006_23_50_17,1,0.0018209728398016344,0.0024405814181889
S00223,0000004_4_32_29,1,0.0037007215328358446,0.0
S00226,0000004_4_37_16,1,0.0019618591850595174,0.0
S00227,0000009_6_47_25,1,0.001191574588651728,0.0
S00229,0000003_10_41_20,1,0.0,0.0
S00233,0000011_23_16_18,1,0.0,0.0
S00237,0000011_19_38_25,1,0.0015409946246932602,0.0
S00238,0000016_25_37_23,1,7.364910632415151e-05,0.0
S00245,0000009_7_47_29,1,4.1641313648399555e-06,0.0
S00247,0000008_22_40_17,1,2.1738333078743973e-05,0.0
S00248,0000009_2_61_20,1,0.0006009230841157866,0.0048394556829523
S00249,0000009_2_17_26,1,6.938345777000952e-05,0.0072902762090563
S00252,0000001_16_16_19,1,0.004408201599887354,0.0
S00253,0000008_14_19_17,1,9.584059370799668e-05,0.0
S00257,0000019_14_46_22,1,0.0,0.0122792453576052
S00258,0000022_7_29_26,1,0.0,0.004889013491513
S00259,0000022_6_51_28,1,0.0011232943211095599,0.0
S00260,0000022_7_18_22,1,0.0007105701926975897,0.0
S00261,0000022_6_22_20,1,0.0019384639793910048,0.0
S00262,0000022_7_37_31,1,0.0006264203134118946,0.0
S00264,0000022_6_30_20,1,0.0002680207294119045,0.0
S00265,0000022_5_40_28,1,0.0010755196176786485,0.0021986286219862
S00267,0000022_3_51_13,1,0.001068564803091117,0.0022214176846302
S00268,0000022_7_32_31,1,0.0004265104947769389,0.0
S00269,0000022_7_34_16,1,0.0,0.0
S00270,0000022_7_23_24,1,0.0018894909535943582,0.0021931566452205
S00271,0000022_1_58_22,1,0.002481603747514667,0.0
S00273,0000022_5_27_13,1,0.001042644417585256,0.0023947190902958
S00275,0000022_1_37_16,1,0.0009932634827364397,0.0
S00277,0000003_10_28_21,1,0.0043677899356942655,0.0
S00278,0000003_10_58_21,1,0.0019117919988694868,0.0024270303793883
S00283,0000012_21_38_24,1,0.0017727892315865016,0.0
S00284,0000012_15_62_18,1,0.0,0.0
S00289,0000023_4_30_31,1,1.43090242090525e-05,0.0
S00290,0000023_12_31_31,1,0.0,0.0024540301396377
S00294,0000013_13_46_19,1,0.0027618507929406343,0.0
S00296,0000012_10_16_24,1,0.0,0.0
S00297,0000024_4_14_24,1,0.00029923378139062445,0.0048750582407611
S00302,0000008_14_50_23,1,0.0016453448417749544,0.0
S00303,0000001_13_52_15,1,0.0,0.0044147169073886
S00308,0000008_9_24_19,1,0.0030353295529613766,0.0
S00309,0000009_1_25_17,1,0.0,0.0021791077496437
S00310,0000009_1_21_19,1,0.0003214547510906981,0.0156605896916497
S00311,0000009_3_34_21,1,0.0030357272516012184,0.0
S00312,0000009_3_33_22,1,0.0002831415833054916,0.0022374990433228
S00313,0000009_14_30_14,1,0.0002728254312174353,0.0
S00314,0000009_24_57_25,1,1.983904074564838e-05,0.0021928953719759
S00315,0000008_22_48_15,1,0.0017826005517994755,0.0021781336418657
S00316,0000009_24_24_28,1,0.00024039622836143868,0.0
S00318,0000009_14_23_19,1,0.0005361341731006653,0.0022137295775651
S00319,0000009_24_43_31,1,0.00029348724645302974,0.0021892730027839
S00321,0000025_16_24_21,1,0.0,0.0
S00323,0000023_16_27_22,1,0.0,0.0
S00324,0000023_18_39_23,1,0.0008864648205391467,0.002440437609255
S00325,0000023_18_17_18,1,0.00041442444584025793,0.0
S00326,0000023_10_62_21,1,0.0020945163690721503,0.0
S00327,0000023_15_55_16,1,0.0006486295338021993,0.0044787484736659
S00328,0000023_10_48_17,1,0.0002930083967964477,0.0
S00329,0000023_10_37_27,1,0.0016444165149090404,0.0021770745724698
S00331,0000023_11_50_17,1,0.0006665931714151113,0.0
S00332,0000023_14_40_12,1,0.0010188410374142164,0.0
S00334,0000023_13_40_16,1,0.0,0.0072413089722295
S00335,0000023_13_34_20,1,0.0013861003649736391,0.0
S00336,0000023_13_42_31,1,6.931560929027219e-05,0.0
S00339,0000023_16_61_22,1,0.0036297055385084162,0.0
S00340,0000023_11_34_26,1,0.0003704877262799272,0.0
S00341,0000023_23_58_19,1,3.916503673050086e-05,0.0
S00342,0000023_21_17_17,1,0.0011699557318690056,0.0239999227366672
S00343,0000023_18_55_23,1,0.003221953997682506,0.0071593200806683
S00344,0000023_22_50_14,1,0.00031698387605295046,0.0
S00347,0000023_17_36_15,1,0.0,0.0
S00349,0000023_18_32_24,1,0.0010929149058163678,0.0
S00350,0000023_13_61_27,1,0.0002969926602134899,0.0022072702240579
S00351,0000009_7_28_30,1,8.262690131496258e-05,0.0
S00352,0000001_20_27_14,1,0.00025298738510195785,0.0
S00354,0000003_16_18_18,1,0.0030779887727864766,0.0047855643499528
S00356,0000005_22_37_28,1,0.0008756816316241669,0.0
S00357,0000003_22_47_28,1,9.886267681512974e-05,0.0
S00358,0000007_8_43_31,1,0.0,0.0
S00360,0000007_10_28_25,1,0.0007855446723574074,0.0
S00361,0000007_25_43_25,1,0.007932581961566102,0.0024229128580134
S00362,0000007_5_38_13,1,0.0005437635450162777,0.0
S00363,0000005_19_31_30,1,0.00271610131961125,0.0
S00366,0000009_21_58_28,1,5.3841229046906253e-05,0.0044445636815653
S00369,0000008_3_52_22,1,0.001828087154370528,0.0
S00371,0000008_2_37_19,1,0.002031500454944365,0.0087046378029984
S00373,0000009_21_50_18,1,0.0,0.0023894345645892
S00376,0000008_2_39_24,1,0.00041321521529163227,0.0022044799290308
S00377,0000008_2_51_28,1,0.0008577596587000187,0.0066640743372799
S00378,0000009_25_19_20,1,0.000269379488851123,0.0
S00379,0000009_25_34_14,1,0.0,0.0024318042813455
S00380,0000008_4_52_15,1,0.0021634684604412576,0.0
S00383,0000007_6_45_25,1,0.0012605859328906428,0.0
S00384,0000008_4_36_13,1,0.0010928255697617345,0.0043461531734788
S00388,0000009_5_43_17,1,2.1998041349869955e-05,0.0
S00389,0000009_9_38_25,1,0.0013332698107526087,0.0120899864747837
S00390,0000009_4_43_13,1,0.0002410041345293091,0.0
S00393,0000007_5_36_28,1,0.0020104942056327272,0.0
S00395,0000009_8_26_23,1,0.0,0.0
S00396,0000009_8_50_13,1,0.0028725858081728455,0.0
S00398,0000009_13_56_20,1,0.002420994626698116,0.0
S00400,0000007_4_58_17,1,0.0016487583601261277,0.0
S00402,0000009_25_35_12,1,0.0,0.0
S00403,0000009_13_37_30,1,0.0011719747680068104,0.0043498619334567
S00404,0000009_13_46_13,1,0.004848563128412333,0.0
S00405,0000009_16_19_27,1,0.0013780229600011023,0.0
S00406,0000009_21_42_15,1,0.001147683498239023,0.0
S00408,0000002_8_57_23,1,8.465448733561554e-05,0.0022408584697236
S00409,0000002_6_19_25,1,0.003244984144312447,0.002175502182068
S00410,0000002_3_21_17,1,0.0,0.0
S00411,0000000_23_42_28,1,0.0,0.0
S00412,0000000_2_32_24,1,0.0003064370487618575,0.0
S00416,0000000_13_33_12,1,0.0007736439762770097,0.0
S00417,0000004_23_31_27,1,0.00027092569708201677,0.0065888903619249
S00420,0000007_25_39_24,1,0.00159699369453758,0.0067010031280336
S00423,0000007_17_22_25,1,0.00048031207890814265,0.0022000593174946
S00429,0000007_11_50_24,1,0.0003832462700479914,0.0
S00430,0000007_21_26_14,1,0.0005102558352096209,0.0065350023668016
S00432,0000007_12_23_14,1,0.003166108006268299,0.0
S00434,0000007_13_45_12,1,0.001943642534254591,0.002191705914519
S00435,0000007_13_53_24,1,0.0026120037682033108,0.0
S00436,0000007_18_58_26,1,0.0,0.0
S00438,0000025_16_49_27,1,0.0004358109609080259,0.0
S00439,0000003_10_28_12,1,0.0032743976461240302,0.0
S00440,0000026_1_22_24,1,0.0,0.0122367980460517
S00441,0000022_20_45_13,1,0.0,0.0
S00446,0000025_3_42_23,1,0.0006186237692140587,0.0
S00448,0000020_24_23_26,1,0.003165201705482553,0.012265971677205
S00450,0000020_1_40_16,1,0.00047272087726918307,0.0
S00452,0000020_24_37_19,1,0.005795111775304946,0.0048683965637152
S00453,0000020_19_32_25,1,0.0015233493953242748,0.0024367761990213
S00454,0000020_16_18_16,1,0.0,0.0
S00455,0000020_4_42_20,1,0.0,0.0
S00456,0000018_25_36_22,1,0.003029922479665072,0.0
S00457,0000020_19_59_19,1,0.0020380195090796767,0.0047714366632584
S00461,0000027_23_43_27,1,0.0001184929642684588,0.0
S00462,0000015_10_27_26,1,0.0,0.0
S00463,0000027_23_50_14,1,0.0007004475201512606,0.0
S00464,0000015_3_25_29,1,0.0005758713290846448,0.0
S00465,0000027_25_23_26,1,0.0004358362204799637,0.0
S00467,0000027_23_30_21,1,0.0005690930499841129,0.0047907539412867
S00469,0000027_20_31_20,1,0.0014766549503779074,0.0024476488781198
S00470,0000015_10_45_28,1,0.00031843836453473285,0.0
S00472,0000027_25_48_20,1,0.0010011262487336146,0.0
S00473,0000015_8_36_25,1,0.0009803302225968881,0.0
S00475,0000022_15_20_25,1,0.0019027021887193182,0.0
S00476,0000022_14_27_22,1,0.0018770908110958746,0.0048258518065386
S00478,0000027_22_27_26,1,0.0007863315882941765,0.0
S00482,0000022_14_24_28,1,0.001890594467383767,0.0
S00483,0000022_14_31_14,1,1.4353280370116602e-05,0.0
S00484,0000027_16_16_24,1,0.0,0.0
S00485,0000027_14_42_22,1,0.0021195821809015564,0.0
S00486,0000022_10_25_26,1,0.0,0.0023937848290876
S00487,0000022_14_21_26,1,0.0002825321732761288,0.0047925556278778
S00488,0000022_10_60_26,1,0.0017041847672224304,0.0024354507544016
S00491,0000022_9_32_22,1,0.002245168358960248,0.0
S00493,0000027_5_40_26,1,0.00015562337248619095,0.0
S00495,0000023_17_44_12,1,0.0023065974492736657,0.0
S00497,0000023_19_37_22,1,0.0016765014948926292,0.0043514615044499
S00498,0000023_22_24_29,1,0.000798383802792863,0.0
S00499,0000023_21_33_19,1,0.0016547229467303707,0.0
S00500,0000023_22_30_16,1,0.0005169360956119312,0.0021848266645565
S00501,0000004_10_20_27,1,0.0032598783450933596,0.0021832142888519
S00502,0000004_22_41_17,1,7.260301262280412e-05,0.0022247289590775
S00503,0000004_10_42_31,1,0.00011284489258371284,0.0
S00505,0000004_10_32_15,1,0.0006583288817884144,0.0
S00510,0000004_16_41_13,1,0.0006660724037913793,0.0022227290819726
S00512,0000006_17_25_17,1,0.0031451266953177576,0.0043474647807241
S00513,0000004_4_51_24,1,0.0024509498562179073,0.0
S00514,0000004_4_40_21,1,0.002105202013889173,0.0
S00515,0000004_4_49_17,1,0.0017755964838436838,0.0065527516282994
S00516,0000004_4_53_20,1,0.0008102384387024223,0.0
S00518,0000006_10_44_19,1,0.001337983946448816,0.0
S00519,0000011_10_14_24,1,0.0005091494552053151,0.0
S00520,0000011_10_58_16,1,0.00026961372187281265,0.0
S00521,0000013_8_18_22,1,0.0015480458979693472,0.004380398378283
S00522,0000011_14_47_26,1,0.0008154876640506768,0.0
S00523,0000011_10_22_23,1,0.0,0.0
S00524,0000011_10_60_20,1,0.00018300495678817526,0.0073659093266936
S00525,0000011_10_37_30,1,0.00021158637883341672,0.0022026334100044
S00527,0000013_16_34_27,1,0.001401549405309726,0.0022325840475805
S00529,0000013_8_38_24,1,0.0012403798418080352,0.0022204351516776
S00531,0000013_16_26_14,1,0.00646362268178527,0.0
S00537,0000013_14_27_15,1,0.0003754901144570156,0.0
S00538,0000013_16_47_30,1,0.0005363968143960752,0.0
S00539,0000013_13_57_17,1,0.0016658103528692581,0.0
S00540,0000013_10_26_15,1,0.0,0.0043980160257686
S00543,0000013_7_21_26,1,0.0009118603562347485,0.0024125042473666
S00545,0000013_12_21_23,1,0.0015130949068846197,0.0
S00547,0000013_14_37_24,1,6.391877571744034e-05,0.0024299851365094
S00548,0000013_5_53_24,1,0.005898826904775897,0.0022212091958954
S00550,0000013_12_21_28,1,0.000643489982735231,0.0048952977562397
S00551,0000013_4_48_26,1,0.00062143922052368,0.0
S00552,0000013_6_58_18,1,0.0,0.0021787351938066
S00553,0000013_14_21_25,1,0.0009032606111042473,0.0
S00554,0000013_4_44_13,1,0.0008897385065200701,0.0
S00555,0000013_4_51_19,1,0.000492123751248056,0.0
S00557,0000013_6_33_13,1,0.0,0.0086994954467681
S00558,0000013_1_37_27,1,0.00336254033913212,0.0
S00559,0000013_5_39_17,1,0.0005638903050571773,0.0
S00560,0000013_6_62_18,1,0.0005944258022266167,0.0
S00561,0000013_1_29_27,1,0.0008031545329949442,0.0
S00562,0000013_1_37_18,1,0.000977402277546304,0.0109444848164541
S00564,0000013_2_23_29,1,0.0005819489025219219,0.0
S00565,0000013_2_29_28,1,0.0010758922336009996,0.0
S00566,0000013_2_52_16,1,0.0009905575287390122,0.0
S00567,0000013_2_54_22,1,0.0006612871453048642,0.0
S00568,0000013_2_46_15,1,0.000967190334896056,0.0
S00570,0000014_9_41_17,1,0.0,0.0022028091356744
S00571,0000014_14_60_23,1,0.00018158120025976796,0.0
S00574,0000013_24_42_31,1,0.0,0.0
S00577,0000014_23_35_26,1,0.0004628546178730747,0.0
S00579,0000013_22_23_28,1,0.0012048152006040882,0.0
S00580,0000023_4_21_29,1,0.0007250385678830532,0.0022136704169895
S00581,0000023_15_49_31,1,0.0066084203804606,0.0
S00582,0000023_5_21_14,1,0.0011595237920429605,0.0022362909068002
S00583,0000010_21_47_22,1,0.00447275691974385,0.0
S00584,0000010_4_28_16,1,0.0006548799979561644,0.0
S00585,0000010_3_44_29,1,0.0019937549035274,0.0
S00586,0000010_4_38_15,1,0.00037676834154132407,0.0
S00587,0000010_5_37_16,1,0.001552737670814083,0.0
S00588,0000010_4_17_20,1,0.0,0.0
S00589,0000010_4_19_25,1,0.00043215920688045113,0.0
S00590,0000010_11_19_17,1,0.0007670744006881464,0.0
S00593,0000010_10_32_24,1,0.0,0.0
S00594,0000010_3_55_17,1,0.0,0.0
S00598,0000026_3_60_28,1,0.0012910291535463462,0.0
S00599,0000001_19_18_15,1,0.004748063452305248,0.0
S00600,0000008_22_53_30,1,0.0006225608617449025,0.0
S00603,0000019_9_24_30,1,0.0,0.0
S00605,0000005_22_50_21,1,0.0006392994480587915,0.0
S00606,0000004_7_44_23,1,0.0008092323409521475,0.0
S00607,0000003_16_20_17,1,0.0003396471130786768,0.0
S00612,0000004_25_18_26,1,0.0003326240047600805,0.0
S00614,0000004_9_18_19,1,0.0017968350010365568,0.0
S00616,0000004_5_25_29,1,0.004768786140928596,0.0
S00617,0000024_8_26_20,1,0.0013313366346362307,0.0
S00618,0000024_11_30_19,1,0.000878280533975396,0.0
S00619,0000024_15_55_24,1,0.001285785238429114,0.0
S00621,0000024_10_37_17,1,0.0027245575433972736,0.0
S00624,0000024_7_56_21,1,0.0013329622588788349,0.0
S00626,0000024_24_60_18,1,0.0008113993508082297,0.0
S00629,0000024_9_36_27,1,0.00521341924349669,0.0
S00630,0000024_23_49_28,1,0.0016114545657002941,0.0
S00632,0000002_22_58_14,1,0.0015568045469669873,0.0
S00634,0000006_23_49_29,1,0.004681469618114933,0.0
S00635,0000006_17_30_21,1,0.0004112894790369321,0.0
S00636,0000002_6_52_17,1,0.00047251543382892587,0.0
S00637,0000002_8_48_20,1,0.0,0.0
S00638,0000023_15_50_28,1,0.0,0.0
S00639,0000023_7_19_16,1,8.157746284235458e-05,0.0
S00640,0000023_7_53_19,1,0.00030257570720737103,0.0
S00642,0000000_18_49_16,1,0.0006911083870200885,0.0
S00643,0000000_19_63_21,1,0.0,0.0
S00644,0000000_18_15_22,1,0.0,0.0
S00645,0000000_18_50_15,1,0.00011322136834467162,0.0
S00646,0000000_18_41_15,1,0.0,0.0
S00647,0000000_24_28_24,1,0.0,0.0
S00648,0000000_23_34_26,1,0.0,0.0
S00651,0000000_1_19_18,1,0.00046802371277837373,0.0
S00654,0000000_11_33_13,1,0.000142695300053422,0.0
S00656,0000000_13_27_30,1,4.4644201421410185e-05,0.0
S00657,0000000_8_41_29,1,0.0,0.0
S00658,0000000_10_54_23,1,0.000800002063422447,0.0
S00660,0000027_21_23_27,1,0.0025762435275573916,0.0
S00661,0000015_1_32_29,1,1.5603459593543523e-05,0.0
S00662,0000027_25_37_22,1,0.0019392571193954328,0.0
S00664,0000027_23_34_13,1,7.713307457509906e-05,0.0
S00666,0000027_4_56_23,1,0.0,0.0
S00667,0000027_8_46_30,1,0.00024204044788155547,0.0
S00668,0000027_5_34_31,1,0.0,0.0
S00670,0000027_10_43_22,1,0.0011723326540789912,0.0
S00671,0000027_5_34_16,1,0.0020400680458149177,0.0
S00673,0000027_14_18_25,1,0.0,0.0
S00676,0000025_8_43_23,1,0.0,0.0
S00677,0000025_8_49_17,1,0.0012616815338283354,0.0
S00679,0000016_18_52_25,1,0.0007306853626391973,0.0
S00683,0000016_24_17_17,1,0.004301412744739212,0.0
S00685,0000024_24_37_32,1,0.0028039900708130686,0.0
S00686,0000022_9_33_21,1,0.0,0.0
S00687,0000022_7_44_16,1,0.0,0.0
S00689,0000020_1_45_26,1,0.005377072222319924,0.0
S00690,0000020_16_39_19,1,0.0,0.0
S00691,0000020_16_34_26,1,0.0007584948459330663,0.0
S00692,0000020_19_31_19,1,0.0,0.0
S00693,0000020_24_61_18,1,0.007254562603273593,0.0
S00698,0000007_15_42_15,1,0.0013425933424405267,0.0
S00700,0000007_10_51_16,1,0.0012219857780654312,0.0
S00702,0000022_17_55_27,1,0.0003517361498075375,0.0
S00703,0000026_1_34_23,1,0.00024738770779942504,0.0
S00705,0000022_21_39_30,1,0.0001456096945566387,0.0
S00706,0000022_20_20_24,1,0.0,0.0
S00707,0000022_20_44_28,1,0.001579745359592919,0.0
S00708,0000022_19_36_20,1,0.0030712799604509806,0.0
S00711,0000022_23_62_23,1,0.002333943672282533,0.0
S00713,0000026_1_23_14,1,0.0,0.0
S00717,0000025_1_22_22,1,0.0007720684382758239,0.0
S00718,0000020_4_61_23,1,0.002707908199399291,0.0
S00719,0000018_19_62_25,1,0.003563527700701167,0.0
S00720,0000019_5_44_12,1,0.0004184308009521891,0.0
S00722,0000020_4_62_17,1,0.001457057140415912,0.0
S00726,0000020_2_27_19,1,0.0012504088545874164,0.0
S00727,0000027_25_32_30,1,0.0018375718484884317,0.0
S00728,0000027_24_44_30,1,0.0,0.0
S00729,0000027_19_63_22,1,0.0016513092289691738,0.0
S00731,0000027_15_59_25,1,0.0013603693011783465,0.0
S00732,0000027_19_32_20,1,0.0025699309854457703,0.0
S00733,0000027_20_51_21,1,0.0014567841832832777,0.0
S00735,0000015_10_56_27,1,0.00031495583093679746,0.0
S00736,0000015_1_37_28,1,0.0,0.0
S00737,0000015_10_44_31,1,0.0005881948156336815,0.0
S00738,0000015_6_60_26,1,0.0005301451793080755,0.0
S00740,0000015_3_43_17,1,0.0006329708250442793,0.0
S00741,0000015_7_59_18,1,0.0,0.0
S00742,0000015_10_33_14,1,0.002062471597656515,0.0
S00747,0000015_4_27_25,1,0.0012025572635338724,0.0
S00748,0000022_10_52_22,1,0.0003698783863747486,0.0
S00752,0000022_14_45_13,1,0.005068765810647637,0.0
S00754,0000022_12_26_20,1,0.001734018248995297,0.0
S00755,0000027_5_59_16,1,0.0008764871198244223,0.0
S00757,0000025_14_40_19,1,0.0010323850695989616,0.0
