ufs_serial,run_wf_xy,position,pred,health
S00294,0000013_13_46_19,1,0.0066792577248169244,0.0
S00296,0000012_10_16_24,1,0.005816782864727923,0.0
S00297,0000024_4_14_24,1,0.009093170760013649,0.0048750582407611
S00302,0000008_14_50_23,1,0.004810185437918122,0.0
S00303,0000001_13_52_15,1,0.004244463954306592,0.0044147169073886
S00308,0000008_9_24_19,1,0.00993616961005384,0.0
S00309,0000009_1_25_17,1,0.004181505402005266,0.0021791077496437
S00310,0000009_1_21_19,1,0.005326551678489884,0.0156605896916497
S00311,0000009_3_34_21,1,0.00900211132805335,0.0
S00312,0000009_3_33_22,1,0.006595706270402644,0.0022374990433228
S00313,0000009_14_30_14,1,0.003765336540174615,0.0
S00314,0000009_24_57_25,1,0.006469718035238477,0.0021928953719759
S00315,0000008_22_48_15,1,0.0017789528745649457,0.0021781336418657
S00316,0000009_24_24_28,1,0.001661040576525551,0.0
S00318,0000009_14_23_19,1,0.0030414504195878556,0.0022137295775651
S00319,0000009_24_43_31,1,0.005348968852002825,0.0021892730027839
S00321,0000025_16_24_21,1,0.0,0.0
S00323,0000023_16_27_22,1,0.002332762698237669,0.0
S00324,0000023_18_39_23,1,0.012478577480575567,0.002440437609255
S00325,0000023_18_17_18,1,0.009300111906026615,0.0
S00326,0000023_10_62_21,1,0.006330495488156587,0.0
S00327,0000023_15_55_16,1,0.0013274373130395278,0.0044787484736659
S00328,0000023_10_48_17,1,0.011320281586960293,0.0
S00329,0000023_10_37_27,1,0.009977043578870541,0.0021770745724698
S00331,0000023_11_50_17,1,0.006622180916820193,0.0
S00332,0000023_14_40_12,1,0.0046178576244611,0.0
S00334,0000023_13_40_16,1,0.008947573782640682,0.0072413089722295
S00335,0000023_13_34_20,1,0.010617153933337703,0.0
S00336,0000023_13_42_31,1,0.00027216671986639594,0.0
S00339,0000023_16_61_22,1,0.003185928846493475,0.0
S00340,0000023_11_34_26,1,0.007403200083496167,0.0
S00341,0000023_23_58_19,1,0.0036986863095980495,0.0
S00342,0000023_21_17_17,1,0.006725409367879023,0.0239999227366672
S00343,0000023_18_55_23,1,0.006423611943982584,0.0071593200806683
S00344,0000023_22_50_14,1,0.007116205175835902,0.0
S00347,0000023_17_36_15,1,0.0089195978328354,0.0
S00349,0000023_18_32_24,1,0.006644401406695267,0.0
S00350,0000023_13_61_27,1,0.004764158606580468,0.0022072702240579
S00351,0000009_7_28_30,1,0.00182146819926131,0.0
S00352,0000001_20_27_14,1,0.004169767614120155,0.0
S00354,0000003_16_18_18,1,0.007909319522208729,0.0047855643499528
S00356,0000005_22_37_28,1,0.00664874642614607,0.0
S00357,0000003_22_47_28,1,0.006197873444283926,0.0
S00358,0000007_8_43_31,1,0.008898626097546394,0.0
S00360,0000007_10_28_25,1,0.003389338404923511,0.0
S00361,0000007_25_43_25,1,0.012105255011400447,0.0024229128580134
S00362,0000007_5_38_13,1,0.00846112467000506,0.0
S00363,0000005_19_31_30,1,0.011294119584336362,0.0
S00366,0000009_21_58_28,1,0.0037490340144375987,0.0044445636815653
S00369,0000008_3_52_22,1,0.006082554079713531,0.0
S00371,0000008_2_37_19,1,0.005562536705423237,0.0087046378029984
S00373,0000009_21_50_18,1,0.0035399047816527013,0.0023894345645892
S00376,0000008_2_39_24,1,0.0065896344533316826,0.0022044799290308
S00377,0000008_2_51_28,1,0.004615226474005083,0.0066640743372799
S00378,0000009_25_19_20,1,0.006510456708675949,0.0
S00379,0000009_25_34_14,1,0.0051741949137087805,0.0024318042813455
S00380,0000008_4_52_15,1,0.007470992298197419,0.0
S00383,0000007_6_45_25,1,0.0063764947473317415,0.0
S00384,0000008_4_36_13,1,0.004524390894017833,0.0043461531734788
S00388,0000009_5_43_17,1,0.004768193065800485,0.0
S00389,0000009_9_38_25,1,0.004570014010960885,0.0120899864747837
S00390,0000009_4_43_13,1,0.0069711694046770325,0.0
S00393,0000007_5_36_28,1,0.007863316191658263,0.0
S00395,0000009_8_26_23,1,0.0019841905544256888,0.0
S00396,0000009_8_50_13,1,0.006123553749664065,0.0
S00398,0000009_13_56_20,1,0.009945313323446314,0.0
S00400,0000007_4_58_17,1,0.00881816525916602,0.0
S00402,0000009_25_35_12,1,0.003977688927774444,0.0
S00403,0000009_13_37_30,1,0.004703684191552285,0.0043498619334567
S00404,0000009_13_46_13,1,0.009147197471350019,0.0
S00405,0000009_16_19_27,1,0.0073927737463232645,0.0
S00406,0000009_21_42_15,1,0.0064771755998635095,0.0
S00408,0000002_8_57_23,1,0.005197541899495582,0.0022408584697236
S00409,0000002_6_19_25,1,0.005596477206620245,0.002175502182068
S00410,0000002_3_21_17,1,0.003770098396772118,0.0
S00411,0000000_23_42_28,1,0.0,0.0
S00412,0000000_2_32_24,1,0.0018212577610042175,0.0
S00416,0000000_13_33_12,1,0.0,0.0
S00417,0000004_23_31_27,1,0.007911202125131953,0.0065888903619249
S00420,0000007_25_39_24,1,0.006682319687730413,0.0067010031280336
S00423,0000007_17_22_25,1,0.006568674947206421,0.0022000593174946
S00429,0000007_11_50_24,1,0.008601203341414388,0.0
S00430,0000007_21_26_14,1,0.00517175242496562,0.0065350023668016
S00432,0000007_12_23_14,1,0.009654881531030056,0.0
S00434,0000007_13_45_12,1,0.004577913658705946,0.002191705914519
S00435,0000007_13_53_24,1,0.010292563749173303,0.0
S00436,0000007_18_58_26,1,0.009653104400284242,0.0
S00438,0000025_16_49_27,1,0.001486368528773989,0.0
S00439,0000003_10_28_12,1,0.004280818468261537,0.0
S00440,0000026_1_22_24,1,0.0004266942851802998,0.0122367980460517
S00441,0000022_20_45_13,1,0.0008800600802371457,0.0
S00446,0000025_3_42_23,1,0.003493624068423878,0.0
S00448,0000020_24_23_26,1,0.0057435470067278855,0.012265971677205
S00450,0000020_1_40_16,1,0.004504348138720525,0.0
S00452,0000020_24_37_19,1,0.004466535691642078,0.0048683965637152
S00453,0000020_19_32_25,1,0.00368437052136307,0.0024367761990213
S00454,0000020_16_18_16,1,0.00010305209459037534,0.0
S00455,0000020_4_42_20,1,0.0012202414443007205,0.0
S00456,0000018_25_36_22,1,0.0017084398906067055,0.0
S00457,0000020_19_59_19,1,0.007808712886992324,0.0047714366632584
S00461,0000027_23_43_27,1,0.002516519291310786,0.0
S00462,0000015_10_27_26,1,0.0014138693541887908,0.0
S00463,0000027_23_50_14,1,0.0053420505269818,0.0
S00464,0000015_3_25_29,1,0.0005516332386745643,0.0
S00465,0000027_25_23_26,1,0.000730917912461008,0.0
S00467,0000027_23_30_21,1,0.00641135758727064,0.0047907539412867
S00469,0000027_20_31_20,1,0.009845578727154636,0.0024476488781198
S00470,0000015_10_45_28,1,0.0016381391047336962,0.0
S00472,0000027_25_48_20,1,0.0024335818162637365,0.0
S00473,0000015_8_36_25,1,0.0052247644860777985,0.0
S00475,0000022_15_20_25,1,0.004195302130530609,0.0
S00476,0000022_14_27_22,1,0.0032458629510796976,0.0048258518065386
S00478,0000027_22_27_26,1,0.0,0.0
S00482,0000022_14_24_28,1,0.006731506499741192,0.0
S00483,0000022_14_31_14,1,0.005783970273056108,0.0
S00484,0000027_16_16_24,1,0.006403941206760673,0.0
S00485,0000027_14_42_22,1,0.0018064714507832708,0.0
S00486,0000022_10_25_26,1,0.0033283014470917222,0.0023937848290876
S00487,0000022_14_21_26,1,0.0053186818124998005,0.0047925556278778
S00488,0000022_10_60_26,1,0.008338690245515201,0.0024354507544016
S00491,0000022_9_32_22,1,0.007623366746121404,0.0
S00493,0000027_5_40_26,1,0.0025654439530598087,0.0
S00495,0000023_17_44_12,1,0.004470528802395602,0.0
S00497,0000023_19_37_22,1,0.007975419771543292,0.0043514615044499
S00498,0000023_22_24_29,1,0.0085340549668004,0.0
S00499,0000023_21_33_19,1,0.005556783298110296,0.0
S00500,0000023_22_30_16,1,0.009947051544003754,0.0021848266645565
S00501,0000004_10_20_27,1,0.008893827555439996,0.0021832142888519
S00502,0000004_22_41_17,1,0.00607597671894443,0.0022247289590775
S00503,0000004_10_42_31,1,0.0028339255436303093,0.0
S00505,0000004_10_32_15,1,0.008046311043833326,0.0
S00510,0000004_16_41_13,1,0.006824872893068151,0.0022227290819726
S00512,0000006_17_25_17,1,0.005395005296900205,0.0043474647807241
S00513,0000004_4_51_24,1,0.005537086234929664,0.0
S00514,0000004_4_40_21,1,0.007893920648690836,0.0
S00515,0000004_4_49_17,1,0.009658455197866017,0.0065527516282994
S00516,0000004_4_53_20,1,0.007819714667741702,0.0
S00518,0000006_10_44_19,1,0.00719554043539097,0.0
S00519,0000011_10_14_24,1,0.008377004228769566,0.0
S00520,0000011_10_58_16,1,0.007305835281871185,0.0
S00521,0000013_8_18_22,1,0.009436048068280805,0.004380398378283
S00522,0000011_14_47_26,1,0.005211325890345023,0.0
S00523,0000011_10_22_23,1,0.006337872905523411,0.0
S00524,0000011_10_60_20,1,0.007025950280819034,0.0073659093266936
S00525,0000011_10_37_30,1,0.007840386857298728,0.0022026334100044
S00527,0000013_16_34_27,1,0.006863773263231154,0.0022325840475805
S00529,0000013_8_38_24,1,0.007343355156566141,0.0022204351516776
S00531,0000013_16_26_14,1,0.011739486909448404,0.0
S00537,0000013_14_27_15,1,0.006746011080127985,0.0
S00538,0000013_16_47_30,1,0.008955208725654919,0.0
S00539,0000013_13_57_17,1,0.007414144110160806,0.0
S00540,0000013_10_26_15,1,0.008701997438212612,0.0043980160257686
S00543,0000013_7_21_26,1,0.008580679133304875,0.0024125042473666
S00545,0000013_12_21_23,1,0.008526243393151793,0.0
S00547,0000013_14_37_24,1,0.0068713104741396904,0.0024299851365094
S00548,0000013_5_53_24,1,0.009499342638267152,0.0022212091958954
S00550,0000013_12_21_28,1,0.0066961297721473394,0.0048952977562397
S00551,0000013_4_48_26,1,0.006855183361195167,0.0
S00552,0000013_6_58_18,1,0.006232743233887402,0.0021787351938066
S00553,0000013_14_21_25,1,0.007717037669382862,0.0
S00554,0000013_4_44_13,1,0.007295286081549652,0.0
S00555,0000013_4_51_19,1,0.006253142251860576,0.0
S00557,0000013_6_33_13,1,0.006448006509235986,0.0086994954467681
S00558,0000013_1_37_27,1,0.006403441248417249,0.0
S00559,0000013_5_39_17,1,0.010385295133199402,0.0
S00560,0000013_6_62_18,1,0.00850165901227881,0.0
S00561,0000013_1_29_27,1,0.006200132875684388,0.0
S00562,0000013_1_37_18,1,0.008532716799572333,0.0109444848164541
S00564,0000013_2_23_29,1,0.003686721572371676,0.0
S00565,0000013_2_29_28,1,0.006379877738873373,0.0
S00566,0000013_2_52_16,1,0.005332124663032567,0.0
S00567,0000013_2_54_22,1,0.008248172237570033,0.0
S00568,0000013_2_46_15,1,0.007649686345959976,0.0
S00570,0000014_9_41_17,1,0.003351253140762223,0.0022028091356744
S00571,0000014_14_60_23,1,0.005571805336213618,0.0
S00574,0000013_24_42_31,1,0.0029606825954985303,0.0
S00577,0000014_23_35_26,1,0.003733301578382059,0.0
S00579,0000013_22_23_28,1,0.0003951296913082404,0.0
S00580,0000023_4_21_29,1,0.0002082088858516461,0.0022136704169895
S00581,0000023_15_49_31,1,0.00884104840419197,0.0
S00582,0000023_5_21_14,1,0.005376158684933285,0.0022362909068002
S00583,0000010_21_47_22,1,0.0029756400875889303,0.0
S00584,0000010_4_28_16,1,0.003140955193277776,0.0
S00585,0000010_3_44_29,1,0.0014585413054803921,0.0
S00586,0000010_4_38_15,1,0.004685160478630435,0.0
S00587,0000010_5_37_16,1,0.0028918878782237664,0.0
S00588,0000010_4_17_20,1,0.003836860155913065,0.0
S00589,0000010_4_19_25,1,0.002936935151592114,0.0
S00590,0000010_11_19_17,1,0.0034984790882469155,0.0
S00593,0000010_10_32_24,1,0.0008727145546427468,0.0
S00594,0000010_3_55_17,1,0.00011900987407440765,0.0
S00598,0000026_3_60_28,1,0.0,0.0
S00599,0000001_19_18_15,1,0.00011959832881718513,0.0
S00600,0000008_22_53_30,1,0.005209887250961896,0.0
S00603,0000019_9_24_30,1,0.00025693290594998595,0.0
S00605,0000005_22_50_21,1,0.0056567377493303185,0.0
S00606,0000004_7_44_23,1,0.0064336829395017815,0.0
S00607,0000003_16_20_17,1,0.004779220088285596,0.0
S00612,0000004_25_18_26,1,0.003708307853908756,0.0
S00614,0000004_9_18_19,1,0.008150186827850141,0.0
S00616,0000004_5_25_29,1,0.010825725663469456,0.0
S00617,0000024_8_26_20,1,0.006810720555288271,0.0
S00618,0000024_11_30_19,1,0.010618906697535686,0.0
S00619,0000024_15_55_24,1,0.011831558437076745,0.0
S00621,0000024_10_37_17,1,0.008333632885278924,0.0
S00624,0000024_7_56_21,1,0.008670580371366832,0.0
S00626,0000024_24_60_18,1,0.008803442274642765,0.0
S00629,0000024_9_36_27,1,0.008095212824253089,0.0
S00630,0000024_23_49_28,1,0.005466851169912079,0.0
S00632,0000002_22_58_14,1,0.0013364790417315843,0.0
S00634,0000006_23_49_29,1,0.005086169669105111,0.0
S00635,0000006_17_30_21,1,0.005112819010979948,0.0
S00636,0000002_6_52_17,1,0.008444157680077013,0.0
S00637,0000002_8_48_20,1,0.004797223292423103,0.0
S00638,0000023_15_50_28,1,0.0,0.0
S00639,0000023_7_19_16,1,0.004675797510020077,0.0
S00640,0000023_7_53_19,1,0.004290138034431834,0.0
S00642,0000000_18_49_16,1,0.0008825209106583515,0.0
S00643,0000000_19_63_21,1,0.0006150584317214337,0.0
S00644,0000000_18_15_22,1,0.0026413659068445262,0.0
S00645,0000000_18_50_15,1,0.000558754445242684,0.0
S00646,0000000_18_41_15,1,3.3067974681760215e-05,0.0
S00647,0000000_24_28_24,1,0.002283539677667834,0.0
S00648,0000000_23_34_26,1,0.0,0.0
S00651,0000000_1_19_18,1,0.0033723503219968707,0.0
S00654,0000000_11_33_13,1,0.004704622512952953,0.0
S00656,0000000_13_27_30,1,0.0032987046800704084,0.0
S00657,0000000_8_41_29,1,0.002660562223637248,0.0
S00658,0000000_10_54_23,1,0.002807106544192584,0.0
S00660,0000027_21_23_27,1,0.002683584568532101,0.0
S00661,0000015_1_32_29,1,0.0024166661902705324,0.0
S00662,0000027_25_37_22,1,0.004900475921411055,0.0
S00664,0000027_23_34_13,1,0.0012516455800587023,0.0
S00666,0000027_4_56_23,1,0.0045487652136495,0.0
S00667,0000027_8_46_30,1,0.003121398163807422,0.0
S00668,0000027_5_34_31,1,0.0029103204064472366,0.0
S00670,0000027_10_43_22,1,0.002129147069072619,0.0
S00671,0000027_5_34_16,1,0.0015747641302821431,0.0
S00673,0000027_14_18_25,1,0.0023633947658971556,0.0
S00676,0000025_8_43_23,1,0.0031884314304704907,0.0
S00677,0000025_8_49_17,1,0.00296826998768817,0.0
S00679,0000016_18_52_25,1,0.009721681108278394,0.0
S00683,0000016_24_17_17,1,0.0034547371649802745,0.0
S00685,0000024_24_37_32,1,0.008611388388867271,0.0
S00686,0000022_9_33_21,1,0.009699469021788096,0.0
S00687,0000022_7_44_16,1,0.008085438790192481,0.0
S00689,0000020_1_45_26,1,0.005391485832885415,0.0
S00690,0000020_16_39_19,1,0.0017486780797999015,0.0
S00691,0000020_16_34_26,1,0.004627831979075064,0.0
S00692,0000020_19_31_19,1,0.004309034741754866,0.0
S00693,0000020_24_61_18,1,0.009901920817372721,0.0
S00698,0000007_15_42_15,1,0.007448044442346791,0.0
S00700,0000007_10_51_16,1,0.008855743071124942,0.0
S00702,0000022_17_55_27,1,0.002772116398417988,0.0
S00703,0000026_1_34_23,1,0.0011637350245353683,0.0
S00705,0000022_21_39_30,1,0.0026073856412264784,0.0
S00706,0000022_20_20_24,1,0.0,0.0
S00707,0000022_20_44_28,1,0.0004786508062812518,0.0
S00708,0000022_19_36_20,1,0.0,0.0
S00711,0000022_23_62_23,1,0.0002562624762143679,0.0
S00713,0000026_1_23_14,1,0.0,0.0
S00717,0000025_1_22_22,1,0.0043356772034270205,0.0
S00718,0000020_4_61_23,1,0.0,0.0
S00719,0000018_19_62_25,1,0.013821111435711018,0.0
S00720,0000019_5_44_12,1,0.004472884882160208,0.0
S00722,0000020_4_62_17,1,0.0003920490580287876,0.0
S00726,0000020_2_27_19,1,0.0047186442348610145,0.0
S00727,0000027_25_32_30,1,0.002859157717020372,0.0
S00728,0000027_24_44_30,1,0.004536996676797547,0.0
S00729,0000027_19_63_22,1,0.00501176507184413,0.0
S00731,0000027_15_59_25,1,0.005250477763776202,0.0
S00732,0000027_19_32_20,1,0.005100438101680569,0.0
S00733,0000027_20_51_21,1,0.0038051691135834605,0.0
S00735,0000015_10_56_27,1,0.0009213192264891508,0.0
S00736,0000015_1_37_28,1,0.0014778368947363496,0.0
S00737,0000015_10_44_31,1,0.000557546189290852,0.0
S00738,0000015_6_60_26,1,0.003455094976232925,0.0
S00740,0000015_3_43_17,1,0.0,0.0
S00741,0000015_7_59_18,1,0.0,0.0
S00742,0000015_10_33_14,1,0.0008408622250115428,0.0
S00747,0000015_4_27_25,1,0.0,0.0
S00748,0000022_10_52_22,1,0.003716742508920339,0.0
S00752,0000022_14_45_13,1,0.0038430328916062846,0.0
S00754,0000022_12_26_20,1,0.0030307959632368086,0.0
