ufs_serial,pred
S00564,0.003166013819323945
S00565,0.0035952314013248257
S00566,0.0036500724365763136
S00567,0.0035857925241802686
S00568,0.003305374755414404
S00570,1.6770882344280773e-05
S00571,2.9515387732227138e-05
S00574,0.0007395169822044929
S00577,4.2712991735831273e-07
S00579,0.0015297856935889346
S00580,0.0025925487871020707
S00581,0.0024690489742348154
S00582,0.003159141654031645
S00583,0.003144148871740921
S00584,0.001319989652044314
S00585,0.0012785926533779106
S00586,0.0012872181478375056
S00587,0.0008998660493091612
S00588,0.0015302828228529197
S00589,0.0011459385449066012
S00590,0.0017826527773049865
S00593,0.0014046755502161927
S00594,0.0005662913339957791
S00598,0.0005735345758132824
S00599,0.0020389859066195586
S00600,0.002135846937637695
S00603,0.0004841240127248767
S00605,0.0032410705104339065
S00606,0.003049579650637736
S00607,0.0031625237927112937
S00612,0.0031293837786015477
S00614,0.003314600948544697
S00616,0.0033296617156473593
S00617,0.0034867491935463846
S00618,0.0037325583396831978
S00619,0.003585024307164107
S00621,0.0035729030786792403
S00624,0.0037485061448401993
S00626,0.0033858737986185877
S00629,0.003304546547171992
S00630,0.0034175889010420926
S00632,0.0016424900385606676
S00634,0.0033762063269438944
S00635,0.0024444122669415843
S00636,0.002427308228959265
S00637,0.0020809186164145507
S00638,0.0017006106658002743
S00639,0.0030853539430811413
S00640,0.002999204605614065
S00642,7.821083013902215e-05
S00643,1.8125242327110828e-05
S00644,7.641092684971751e-05
S00645,0.00045433290271432386
S00646,2.0630682697764285e-05
S00647,0.00039893145943688404
S00648,4.588902986615893e-07
S00651,0.0004071570758367979
S00654,0.00043603367390818913
S00656,0.0013074556439340887
S00657,2.9379977115590623e-05
S00658,1.8034003031487012e-05
S00660,0.002398965439189052
S00661,0.0016954591752553175
S00662,0.0020067658282080865
S00664,0.001778379285823778
S00666,0.001466813449513391
S00667,0.0013363786536729912
S00668,0.0014372637498020534
S00670,0.001693754111687755
S00671,0.0005185897134887542
S00673,0.0018488742549839475
S00676,0.001567244368278019
S00677,0.0018813225852879175
S00679,0.00307196303710907
S00683,0.0035288699477970644
S00685,0.0031248662795444
S00686,0.0030748503691942295
S00687,0.0027311776143962192
S00689,0.003481190338367396
S00690,0.0014689243352115132
S00691,0.0015955229406683087
S00692,0.002581236918568219
S00693,0.002767862557371587
S00698,0.0035127932319030863
S00700,0.003594939745503455
S00702,1.8337026111113503e-05
S00703,0.0006535447376104738
S00705,0.0005212457036726942
S00706,0.00036184642037787404
S00707,2.6196184997037642e-05
S00708,0.0005077732345281087
S00711,0.0005848109343175029
S00713,0.0004089002771511689
S00717,0.0021214306641446712
S00718,0.0020311844806805267
S00719,0.0031307945978680737
S00720,0.0020588740614290698
S00722,0.001708805129425718
S00726,0.0027952936964347904
S00727,0.0017363374091031198
S00728,0.002225933909063429
S00729,0.0026223911909988877
S00731,0.0025079150170724466
S00732,0.0027537710110888576
S00733,0.0025884605878717737
S00735,0.0014716114939927584
S00736,0.0016515248713873895
S00737,0.001736665441319387
S00738,0.0016235006964217102
S00740,2.212802926418967e-05
S00741,0.0013057461762735715
S00742,0.0015440524940862769
S00747,0.0005931410325947807
S00748,0.0018001713500362811
S00752,0.0022062707837273584
S00754,0.00262648885158459
S00755,0.0014325365774023515
S00757,2.9107330065218064e-05
S00758,0.0005097041196222695
S00761,2.9393998385343638e-05
S00763,0.0028235040466772104
S00769,0.0021770711827192096
S00771,0.0015155808212929296
S00772,0.003273435562779092
S00773,0.0019950709962374383
S00774,0.0033009480196557303
S00777,0.003025946547853801
S00778,0.0016712141744147876
S00781,0.0020295203258606236
S00782,0.002359586639804925
S00784,0.002714004714546256
S00786,0.0021971295560739615
S00787,0.0025741930323753054
S00788,0.002869806924890307
S00789,0.0030437396010070785
S00791,0.0030300353281827613
S00792,0.0026498678347864277
S00793,0.0026245799987645955
S00794,0.002480417639224516
S00795,0.002727507744614792
S00797,0.003040463317710309
S00798,0.0007349333346456081
S00800,0.0025049228187588464
S00801,0.0026426562810158115
S00803,0.0026383661925689084
S00805,0.0024091651458388046
S00809,0.003483231739407896
S00815,0.0025258574155234224
S00816,0.003248337894904872
S00817,0.002850784684147523
S00818,0.0028948341228567636
S00819,0.0031715991001038096
S00820,0.0030226837709823725
S00822,0.003145940048668904
S00824,0.003012380348140902
S00826,0.003529929667499014
S00827,0.0028238964336149393
S00828,0.0030869875752769596
S00829,0.003213910565855456
S00833,0.0006116730321946953
S00834,2.2412089727157475e-07
S00835,2.1078458769204016e-05
S00836,0.00036196486581723886
S00837,0.00047109574119452794
S00839,0.00042501801392752926
S00842,0.00038893089835847757
S00843,0.0018867208769123432
S00844,0.0005215295860703597
S00847,0.0016191961677208629
S00853,0.0007109448722822589
S00855,0.0008474174921159067
S00857,0.0004303483941651182
S00862,0.0005795767186828767
S00864,0.0004541213369887625
S00865,8.450935778351605e-07
S00866,2.8643613077465236e-05
S00867,0.001396203681869356
S00868,0.00036805315674900616
S00869,0.002834686477329641
S00870,0.002563848140627641
S00872,0.00047971096348591464
S00873,0.0015907932094993576
S00874,0.001535787100474868
S00876,0.0015875531311039547
S00877,0.0016957325880910944
S00879,0.0014035174216987024
S00881,0.0016305564037256068
S00883,0.0032400343188298073
S00884,0.002099246874743209
S00886,0.00281051486924137
S00888,0.0027384514558820637
S00889,0.0022542064868657802
S00895,0.0005796403397401504
S00897,0.001881233384690772
S00898,0.00122912359535284
S00899,0.0028069675609095866
S00901,0.002913753829167425
S00905,0.001957960715919135
S00906,0.002194892094303362
S00908,0.0018528200672689073
S00909,0.0018942012019164066
S00910,0.0012695268971381658
S00911,0.0015991658349711665
S00913,0.0016584656794575573
S00915,0.0026141724329777657
S00918,0.0018795933232951562
S00919,0.001561200976295753
S00920,0.0023499807862117253
S00921,0.0022574225807890955
S00925,0.0033683431740842837
S00927,0.0016433786706088643
S00928,0.001879863415130036
S00932,0.0023328319652908876
S00934,0.0020801023335932523
S00935,0.0023912495600473195
S00937,0.002882673899950236
S00939,0.0032100394792904502
S00940,0.0035553255726266885
S00942,0.0033136461070464905
S00943,0.003418459024900888
S00945,0.0034443182647671696
S00946,0.003479794609897004
S00947,0.0036865439680784026
S00949,0.003674120274361251
S00950,0.0035831937914619577
S00951,0.0032861633065225386
S00956,0.0028217466748115807
S00958,0.0020563935824638195
S00959,0.0025513575017335676
S00960,0.002811192486937168
S00962,0.002595191216376171
S00963,0.00229019353370447
S00965,0.0023409252113218183
S00966,0.003581929336454403
S00969,2.1363320113138608e-05
S00970,0.0005288433416184067
S00973,0.003193057736333419
S00975,0.003720471756333454
S00977,0.0034234498314755384
S00980,0.0030582338564494487
S00982,0.003287476495038314
S00984,0.002546403505710733
S00985,0.0030535662582215416
S00988,0.003507385256985687
S00989,0.0030737287210539322
S00991,0.003124585180163509
S00992,0.003416105999657052
S00996,0.002570337525785334
S00999,0.0029192222502602634
S01000,0.0031637291043958788
S01001,0.002892617773857139
S01002,0.002482521651110409
S01003,0.0023676145370420767
S01004,0.0027128242458666955
S01005,0.0024509344313968736
S01006,0.0025535835527732515
S01008,0.002801857232833074
S01009,0.0032429230360158483
S01010,0.003336624844614666
S01011,0.00304189765548876
S01012,0.0030341124567172923
S01014,0.0017245137593416425
S01015,0.0006835385994302765
S01017,0.001756371528439087
S01019,2.5346541655586564e-07
S01020,2.13098431581844e-05
S01026,1.5988016022179944e-05
S01028,0.00044833913282790895
S01029,2.444405633842479e-05
S01030,0.0018456559567625343
S01031,0.00048211228835464895
S01034,1.9151291690284994e-05
S01036,2.354437309193316e-05
S01037,1.4365260730392363e-05
S01041,1.5800981550259936e-05
S01043,1.9052137380370395e-05
S01044,2.054970354962431e-07
S01046,0.0006137320941859366
S01047,0.0014674631551873346
S01049,0.0014990749899139585
S01050,1.916537109476855e-05
S01051,0.0013189626615233313
S01052,0.002144912804461696
S01053,0.00036221683637525345
S01055,0.0021865820721949647
S01057,0.00037653316016504027
S01058,1.9417812599523647e-05
S01059,0.0005599563049590899
S01060,0.00048655090409733154
S01061,4.862807014274743e-07
S01063,2.240769708292356e-05
S01064,3.6921200488285585e-07
S01069,1.7824475407106827e-05
S01070,0.0016628172147435249
S01073,0.0006651273334994323
S01076,0.0027434471521491405
S01077,0.0019521948245164195
S01079,0.0027437807914807723
S01083,0.001698365813488008
S01085,0.0021412270467796504
S01089,0.0023901924079653063
S01091,0.0017596469621733166
S01092,0.0018294288815767824
S01093,0.002805471781687077
S01099,0.002973792501793986
S01100,0.0025049115505200673
S01102,0.0022254462216694396
S01105,0.0016526979719654797
S01108,0.0005774993795527788
S01111,0.0005840812687394375
S01112,2.022199759785218e-05
S01113,0.0005214379301927142
S01116,0.0005679618081150297
S01118,0.0004925065054523078
S01120,0.0005855336356115676
S01123,0.0037931026909205153
S01124,0.0032625369194430854
S01125,0.0033954171422697407
S01126,0.0012703233359577272
S01128,0.0019944690312571857
S01129,0.0019271146603366406
S01130,0.0014039443485886903
S01133,0.0020403557112385045
S01134,0.0015260301243259333
S01135,0.00153702036211788
S01137,0.00035654718484561443
S01138,0.000748688788570802
S01140,0.001478549129322953
S01141,0.00192014936674107
S01142,0.0005178948285823148
S01144,0.0026960502830818407
S01145,0.0031370583300806905
S01146,0.0034772957099336995
S01147,0.003512534326016009
S01148,0.0028768171688147177
S01152,0.0034538814253267255
S01153,0.003169315499659594
S01156,0.003383553946500376
S01157,0.0025019125724613485
S01158,0.0030613344843370633
S01160,0.0030582994211087906
S01161,0.0028864844685621547
S01162,0.0030424824506516597
S01163,0.003307002615670926
S01164,0.0030369987078154017
S01165,0.0033294012989128663
S01168,0.0036255174321630956
S01169,0.002461405977674277
S01174,0.002082860082321818
S01176,0.0006001747018230529
S01178,0.002167749308006728
S01179,0.0031345248188301604
S01180,0.002452353217119682
S01183,0.0023337389014396765
S01188,0.002519112473354562
S01189,0.003091855083945646
S01191,0.0034524207932312354
S01193,7.37166214939997e-05
S01194,0.0027965750187645827
S01195,0.00329826599624345
S01196,0.0020109041207975417
S01197,0.003143353744063217
S01199,0.00264080014474514
S01200,0.002791284974356305
S01202,0.0029442495883088217
S01203,0.0028208404134572105
S01205,0.002918595035646659
S01209,0.003135366633044123
S01210,0.0030847867236002175
S01212,0.0029500295825434114
S01214,1.8875500558081666e-05
S01215,7.274400926456498e-07
S01216,0.0007859316710288805
S01217,1.8373814400709995e-05
S01219,0.0028566470431801165
S01223,0.0023690701942143044
S01225,0.0020432695806941385
S01226,0.0030145994089213024
S01228,0.0023731507384510955
S01229,0.00258868913888549
S01231,0.002285165124228068
S01232,0.002364611135519609
S01233,0.002518464839070496
S01238,0.0026616149412104625
S01239,0.0026709432507199234
S01242,0.0032572279576931263
S01246,0.0029927055916871737
S01248,0.003276109946790145
S01252,0.002888374061883223
S01254,0.0032971928126560484
S01258,0.003130058151688886
S01259,0.0034697269504774184
S01262,0.003257437566278777
S01264,0.003501676832818035
S01265,0.002814586419096933
S01267,0.003209015743602835
S01268,0.002563288709621792
S01270,0.002806574154810167
S01271,0.002862591979419351
S01273,0.00289566289228438
S01274,0.0028923155780975988
S01275,0.0032935476643502952
S01276,0.0030513137976260827
S01278,0.003056189113276521
S01279,0.001817774584676228
S01281,0.003050579155983026
S01282,0.002861037448465384
S01283,0.0025890576787931017
S01285,0.0022635928214157905
S01286,0.0027127378069788633
S01288,0.002318382004913357
S01289,0.00269742082815685
S01290,0.002706341889763492
S01291,0.002768496274655711
S01292,0.0030266858860113236
S01293,0.0026444521419996796
S01294,0.0021028262059031226
S01295,0.0025405163924768033
S01297,0.002389305294763996
S01298,0.0030004043622028527
S01301,0.0029357458468109933
S01304,0.003123620896665937
S01306,0.002925779542625949
S01308,0.003538348714082878
S01309,0.0034691180780087047
S01312,0.0031909779500418124
S01313,0.0030822885111295587
S01314,0.0030028440958338523
S01316,0.00045803460677331124
S01317,0.00296733326013083
S01318,0.002680158828365615
S01320,0.0020111730529279743
S01322,2.5047449320922813e-07
S01323,1.60673949876793e-05
S01324,0.0020209056836342685
S01325,0.001923056735167606
S01326,0.002413115954927147
S01328,0.001705472596043718
S01330,0.0016282132858270251
S01331,1.3717482659498507e-07
S01332,0.0006125748486364778
S01333,0.0016373893841438762
S01335,0.0005726703500645778
S01336,0.0008047286402175
S01337,0.0014551471620464192
S01340,0.0004403520448986626
S01341,0.0008793241556909237
S01342,0.0006046991006284201
S01343,1.906359452824377e-05
S01344,0.0007021389666829807
S01345,2.8492800307744433e-05
S01346,0.00040720470325376033
S01347,1.9272812018621856e-05
S01348,2.8225366971289783e-05
S01349,2.5719669669355304e-05
S01350,0.0009099850492430754
S01351,0.0005073110142994918
S01352,0.0013677291657448053
S01353,0.0013476485369722092
S01354,0.0014578191014825881
S01355,0.0006421436250434294
S01356,0.001031771652627214
S01357,0.0014657267108077322
S01358,0.001519258434810363
S01362,0.001943309073204785
S01363,0.001878206083161716
S01364,0.0022895171163903193
S01366,0.0027716603181360973
S01368,0.002717508595872512
S01370,0.0028336312302208234
S01371,0.0025097660990602362
S01372,0.0019915642881321266
S01373,0.0018014717499167012
S01376,0.0023094211255106404
S01377,0.001555376533381318
S01378,0.0018431359970972282
S01379,0.0013910954705607978
S01380,0.0014217895672903095
S01383,0.002755251807363528
S01384,0.0030043358308288757
S01386,0.0027130716372908686
S01387,0.003613338917938886
S01388,0.002168236126521209
S01389,0.002796673987490049
S01390,0.003227812554787675
S01392,0.003086436526005873
S01397,0.0029199167587670547
S01400,0.0033421755870490363
S01402,0.0034116527320762233
S01403,0.002762503937129969
S01405,0.0030981744214274892
S01407,0.0034735905698181305
S01408,0.0018791777174563956
S01409,0.003702491565540815
S01410,0.004062959688040357
S01411,0.003063532099737656
S01412,0.0024379193048920107
S01415,0.0027880711029176467
S01416,0.003043397225224613
S01418,0.002571312728182842
S01419,0.0029849956829455107
S01423,0.0018897651812425894
S01424,0.0026290545159065727
S01425,0.001857823674932655
S01426,0.002088649337611456
S01428,0.0023679910731374404
S01429,0.002147097926311707
S01437,0.0027728528652903074
S01438,0.0030504151890900005
S01439,0.0026707727313415803
S01440,0.0023499692390001317
S01443,0.0017159477254599725
S01445,0.001970063097799677
S01448,0.002748543381312646
S01449,0.0025284980972225582
S01450,0.0019706373616732056
S01451,0.0025296101909555685
S01452,0.0024125055135193587
S01455,0.00157713162720566
S01457,0.0033766647620880677
S01458,0.003122402181779547
S01459,0.003683929782066989
S01460,0.003109198516367099
S01462,0.003229963427483969
S01466,0.0033446389060094455
S01468,0.003082664370128342
S01469,0.0034419292162953773
S01470,0.003249479058306557
S01476,0.0020305405128797182
S01477,0.002799212354045704
S01478,0.0033395202130021393
S01479,0.0031358359128037857
S01480,0.0031202430046532717
S01482,0.003035999455254254
S01484,0.0024694324716144364
S01485,0.0028072966019531543
S01486,0.003062318590761737
S01488,0.0022070358518077285
S01491,0.002967714127914272
S01493,0.003074993892017466
S01495,0.002605594455947767
S01496,0.003079332516454226
S01497,0.0021247030291831077
S01499,0.002913664751688239
S01500,0.0029224190887754773
S01501,0.0029713960195202277
S01502,0.003416580856916704
S01503,0.0030769439450761414
S01507,0.0028235255321552733
S01508,0.0033424200456124483
S01509,0.0028749138825815515
S01511,0.0026097117009767465
S01512,0.002445921386631089
S01513,0.0032853946974539003
S01517,0.0032697013603138576
S01518,0.003028405430072366
S01520,0.003000849573965596
S01524,0.0034490033273554856
S01525,0.003379354507229761
S01527,0.0032359708608747065
S01531,0.0034705284820660764
S01533,0.0029915124772103337
S01535,0.0031363917188254598
S01536,0.002988643526020957
S01537,0.0028730345950498315
S01540,0.00284363230653746
S01542,0.0030467672329315136
S01543,0.0030998332136845065
S01544,0.0032503428716004787
S01545,0.003001919476006309
S01546,0.0030786883290744964
S01547,0.0030227194331838734
S01548,0.0035013283497344772
S01549,0.0032443362864464516
S01552,0.003658975397281603
S01553,0.00365341666481594
S01555,0.003134988952678791
S01556,0.0030923752689665856
S01557,0.00288682103380002
S01558,0.003377994298997537
S01560,0.003317255402507129
S01562,0.0029140885619617827
S01564,0.00333368668585815
S01565,0.0034293014663668198
S01567,0.003287260512284082
S01568,0.003476763332075269
S01569,0.002908366345418534
S01571,0.003772365963416668
S01572,0.003355640725272202
S01573,0.0033846507045804906
S01574,0.0029578614903739884
S01575,0.0037248317656370725
S01579,0.0036511891504946202
S01581,0.0034899231402072753
S01582,0.0037431334979748966
S01583,0.0036119790864466424
S01584,0.0035845662268689524
S01587,0.0038620635256569704
S01588,0.0036079902275010845
S01590,0.003423109906265639
S01591,0.0035386267717191187
S01593,0.0036229047713642643
S01594,0.003388820038232691
S01596,0.003631933499159238
S01597,0.003691439623099311
S01600,0.0034324475027875576
S01602,0.003494431276196559
S01605,0.002425691402829418
S01606,0.003479065091328033
S01608,0.003806375862570459
S01609,0.0033026935642815826
S01610,0.0035590783760986724
S01614,0.00346570961028403
S01619,0.0034615638782634715
S01620,0.003659819939077313
S01623,0.0037053862907210078
S01624,0.0035007966552705353
S01625,0.003308349655181462
S01626,0.0035957263423597196
S01627,0.003734733262479516
S01628,0.0026077252494807104
S01630,0.0024952019471700536
S01631,0.0027957937046417117
S01632,0.002613311774623868
S01634,0.002938772943735447
S01637,0.0026533887325930917
S01638,0.0025472742390094533
S01640,0.002786327684508581
S01641,0.0027661989921194973
S01643,0.003052652221204764
S01644,0.0030937718726870705
S01647,0.0027901519397941425
S01649,0.002009745465478549
S01652,0.002579257735319937
S01656,0.0027206427596836577
S01657,0.002259228430249006
S01660,0.0025935340471548315
S01662,0.002175950754292313
S01665,0.0023976370612875594
S01666,0.0021642489013754705
S01669,0.0027472543999812714
S01670,0.0024738300534283128
S01671,0.003298032916513659
S01672,0.0033786000276890085
S01676,0.0033813909558717227
S01682,0.0035951334128070207
S01683,0.004191379752165427
S01684,0.0030128516457497987
S01685,0.0032183514914830027
S01687,0.00363690801656818
S01690,0.0033617218803091028
S01691,0.0035563410812152526
S01692,0.002863237942071375
S01694,0.0035159147029254142
S01695,0.0033554220869390556
S01697,0.0034365860484963334
S01698,0.0035652228825807262
S01699,0.003672023377924826
S01705,0.0035779875782249782
S01709,0.0026719075405669396
S01710,0.002525621127954502
S01715,0.0030515661842810157
S01716,0.003102670629514507
S01720,0.0032073314092083997
S01721,0.0034621123349965546
S01722,0.003424860272985708
S01723,0.002663114434410713
S01725,0.0033149339331599763
S01726,0.003376866199238829
S01733,0.0029622341562377044
S01735,0.00197775622955361
S01736,0.0014090121310343386
S01740,0.0014461953699044124
S01742,0.0013013799350024852
S01744,0.001430402686458986
