ufs_serial,run_wf_xy,pred,pi,one_minus_pi,mu,health
S00049,0000003_15_41_11,0.0028065854914867,0.3578993887831784,0.6421006112168216,0.0043709434977301,0.0
S00051,0000011_21_22_29,0.0028152658449486,0.3411015779487819,0.6588984220512181,0.0042726856685806,0.0023918839575332
S00052,0000011_20_50_12,0.0014947500474774,0.631621462949019,0.368378537050981,0.0040576469504534,0.0
S00056,0000011_18_45_11,0.0033214169108158,0.3019895212678627,0.6980104787321373,0.0047584055139814,0.0024112401634015
S00057,0000014_24_59_15,0.0031142064659505,0.2943921335843936,0.7056078664156064,0.0044135087123819,0.0
S00058,0000011_18_16_26,0.0033097742587549,0.2019325958152891,0.7980674041847109,0.0041472364882965,0.0
S00059,0000013_13_17_27,0.0030283188081825,0.2551690034910089,0.744830996508991,0.004065779784107,0.00240752581914
S00061,0000015_18_56_14,0.0032846202675517,0.2530703479113239,0.7469296520886761,0.0043974961475512,0.0
S00062,0000015_15_42_16,0.0027840204392687,0.3264971040798669,0.6735028959201331,0.0041336428635028,0.0
S00063,0000015_18_44_28,0.0028013900396432,0.3340261216851399,0.6659738783148601,0.0042064563353921,0.0
S00064,0000015_11_27_14,0.0032337225565364,0.2670656549618538,0.7329343450381463,0.0044120221387198,0.0
S00065,0000015_13_43_15,0.0033787532364021,0.2233709960857471,0.7766290039142528,0.0043505370252372,0.0
S00068,0000015_14_26_20,0.0031945166400967,0.2524759543421987,0.7475240456578013,0.0042734633871016,0.0096413121496052
S00069,0000012_8_41_16,0.003425207529148,0.1941952044288683,0.8058047955711317,0.004250666598131,0.0024141213958187
S00071,0000015_13_30_26,0.0033902380743188,0.2400642650060131,0.7599357349939868,0.0044612168084787,0.0
S00072,0000012_10_49_25,0.0033192556591561,0.2342658722840992,0.7657341277159008,0.004334736482305,0.0
S00075,0000012_6_37_16,0.0028894539999393,0.2984794306672332,0.7015205693327669,0.0041188443022955,0.0
S00079,0000012_4_27_19,0.0034224837996597,0.1933514391390689,0.8066485608609311,0.0042428437435094,0.0
S00080,0000012_10_34_31,0.0028495293573712,0.2769162346416935,0.7230837653583064,0.0039408011822243,0.0024551575598599
S00081,0000012_5_31_25,0.0033235341358697,0.1812710887327043,0.8187289112672956,0.0040593828923486,0.0048692551117381
S00084,0000004_21_17_18,0.0038234750702142,0.1679005410465503,0.8320994589534496,0.0045949736285409,0.0
S00086,0000004_20_42_12,0.0030579942069374,0.2998584022775472,0.7001415977224528,0.0043676796477812,0.0
S00087,0000005_13_32_29,0.0031140734785459,0.2627932457908492,0.7372067542091507,0.0042241521266129,0.0071833265884257
S00092,0000003_22_33_16,0.0025542550459055,0.3902525526063941,0.609747447393606,0.0041890377021237,0.0
S00096,0000004_19_42_16,0.0029819996009184,0.3040284559478373,0.6959715440521628,0.004284657363369,0.0
S00098,0000004_9_61_16,0.003385938995094,0.2133473557290784,0.7866526442709216,0.0043042364628827,0.0
S00099,0000005_7_33_16,0.0034282272059776,0.2009885876918926,0.7990114123081073,0.0042905860331512,0.002429023161249
S00101,0000005_12_36_19,0.0018978846597617,0.556545183854053,0.4434548161459469,0.0042797700930529,0.0047811447811447
S00103,0000003_18_48_19,0.0033993315872918,0.2078955410363754,0.7921044589636246,0.0042915193177166,0.0023947190902958
S00106,0000005_18_38_23,0.0036242734340424,0.1478633145935086,0.8521366854064913,0.0042531597290798,0.0
S00108,0000005_10_54_18,0.0038483956209012,0.1086535706317658,0.8913464293682342,0.0043175083156264,0.0
S00109,0000006_11_43_18,0.0019668756774585,0.5333655706042711,0.4666344293957288,0.0042150247679014,0.0024466006035276
S00111,0000005_10_55_15,0.0034787584608296,0.1889430727439596,0.8110569272560404,0.0042891668191515,0.0
S00113,0000005_11_51_20,0.00346233349721,0.1769691522888194,0.8230308477111805,0.0042068089025322,0.0
S00114,0000004_25_46_27,0.0022397319212191,0.456194242170872,0.543805757829128,0.0041186248747349,0.0
S00116,0000006_5_51_22,0.0031940850672004,0.1998348350569448,0.8001651649430552,0.0039917822058996,0.0
S00120,0000006_16_30_16,0.0028706354439355,0.308994935796374,0.691005064203626,0.0041542900228147,0.0
S00121,0000005_17_50_27,0.0035399219516008,0.183591641859463,0.816408358140537,0.0043359697586431,0.0
S00122,0000006_16_18_16,0.0026105074796075,0.4106856563231471,0.5893143436768529,0.0044297368757734,0.0
S00123,0000006_24_29_23,0.0028536971133366,0.3001401434286315,0.6998598565713685,0.0040775265026872,0.0120079634300735
S00124,0000005_17_31_19,0.0035350186245613,0.1616252548697504,0.8383747451302496,0.0042165137309952,0.0
S00126,0000017_6_56_26,0.0027315623276933,0.3578237590700723,0.6421762409299276,0.0042536022879603,0.0145181549966406
S00127,0000017_11_44_20,0.0025948851701281,0.4168030683526987,0.5831969316473012,0.0044494149905738,0.0
S00128,0000017_19_43_26,0.0030499329247367,0.2725637698855926,0.7274362301144074,0.0041927151803493,0.0023878847281078
S00129,0000017_24_13_21,0.0026273426128397,0.4230385521504347,0.5769614478495653,0.0045537576602947,0.0071621056878935
S00130,0000017_9_33_16,0.0028235635883546,0.2915372939695417,0.7084627060304582,0.0039854794957029,0.0048756321399316
S00131,0000017_3_63_24,0.0030236292090799,0.2837768091801043,0.7162231908198957,0.0042216298604052,0.0
S00132,0000017_9_37_26,0.002795649843749,0.300446107646095,0.6995538923539051,0.0039963323402319,0.0
S00133,0000017_9_35_15,0.0027847496325162,0.2785671855264191,0.7214328144735809,0.0038600262930211,0.0
S00134,0000017_11_39_25,0.0030069787585731,0.3021703326813275,0.6978296673186726,0.004309044025209,0.0
S00135,0000018_24_27_14,0.0029688835487427,0.2700588373636581,0.7299411626363419,0.0040672915855574,0.0024002704530087
S00136,0000001_22_29_23,0.0024201579774726,0.4251981631524731,0.574801836847527,0.0042104214397537,0.0024124339857098
S00137,0000001_1_62_25,0.0027404728750008,0.2913010906406241,0.7086989093593759,0.0038669071432296,0.0
S00138,0000009_20_36_24,0.0027139962147546,0.3360347543736592,0.6639652456263407,0.0040875576434643,0.0024209654634906
S00139,0000018_24_19_25,0.0033396132797558,0.1869610837849638,0.8130389162150362,0.0041075687930202,0.0023857183316292
S00142,0000001_17_25_28,0.0029339347342705,0.2979678060296394,0.7020321939703605,0.0041792025486432,0.0023883666839667
S00144,0000020_8_25_17,0.0022801736083286,0.4649237594317675,0.5350762405682326,0.0042613994706757,0.0
S00145,0000001_17_60_25,0.0026306198351226,0.3514076089824047,0.6485923910175952,0.0040558906819665,0.0048074365336157
S00146,0000001_1_48_16,0.0030981190868345,0.2718620208067754,0.7281379791932245,0.0042548516563676,0.0
S00148,0000001_17_21_22,0.0029323506739027,0.3008148336709692,0.6991851663290307,0.0041939543558948,0.0023848940713548
S00149,0000001_17_45_19,0.0028827678808995,0.3247635376942258,0.6752364623057743,0.0042692716430857,0.0
S00150,0000020_10_45_21,0.0007851257412929,0.8066270825116248,0.1933729174883751,0.004060163912768,0.0024284534611569
S00151,0000001_9_37_22,0.0018575496628738,0.5370501619759428,0.4629498380240572,0.0040124210234139,0.0
S00152,0000017_25_45_27,0.0010091318803594,0.759914998106564,0.2400850018934359,0.0042032274919336,0.0
S00153,0000001_7_47_24,0.0018817975269008,0.5754785354608171,0.4245214645391829,0.0044327500116949,0.0
S00154,0000001_15_48_24,0.0027745538648847,0.3300535690633953,0.6699464309366048,0.0041414562967458,0.0024048348309115
S00155,0000001_10_39_13,0.0019420663585728,0.5435970697996255,0.4564029302003745,0.0042551575155756,0.0
S00156,0000001_11_25_17,0.0021345489475113,0.5045978187721619,0.4954021812278381,0.0043087193161341,0.0
S00157,0000009_7_29_17,0.0016726055882342,0.5977043631462342,0.4022956368537658,0.0041576528180002,0.0023905723905723
S00158,0000001_11_39_30,0.0017026143458589,0.5919965210236765,0.4080034789763235,0.0041730387940093,0.0
S00162,0000001_23_16_22,0.0028170866242045,0.3254448519386204,0.6745551480613796,0.0041762139571547,0.0
S00164,0000017_19_41_12,0.0023003708283055,0.4333485433437558,0.5666514566562442,0.0040595868964668,0.0
S00165,0000001_23_55_25,0.0024078319991935,0.388707235686668,0.611292764313332,0.0039389178798775,0.0
S00166,0000001_23_33_21,0.0024930042128982,0.3674285378174972,0.6325714621825027,0.003941063361121,0.0
S00168,0000007_10_25_22,0.0035003105568116,0.1507213762983389,0.8492786237016611,0.0041215102548504,0.0044468304030778
S00169,0000007_5_44_15,0.0034575184742787,0.1567398568507123,0.8432601431492877,0.0041001801192288,0.002185201306724
S00170,0000007_5_32_12,0.003255014899764,0.2296750468008865,0.7703249531991135,0.0042255088404525,0.0
S00171,0000007_10_37_22,0.0029682582573109,0.2559740567009977,0.7440259432990023,0.0039894553194606,0.002232734493277
S00174,0000007_20_40_22,0.0035043393882589,0.1651996567590049,0.8348003432409951,0.0041978173782893,0.0
S00175,0000007_21_46_13,0.0033804176632195,0.1737142686192476,0.8262857313807523,0.0040911001301822,0.0
S00177,0000021_19_40_29,0.0036625756592563,0.1348689559964426,0.8651310440035573,0.0042335501478562,0.0043713251623854
S00178,0000021_19_46_28,0.0031973450101383,0.2451953689034175,0.7548046310965825,0.0042359901866172,0.0
S00180,0000021_22_54_28,0.0021127015109087,0.4949046169854302,0.5050953830145698,0.0041827773168296,0.0
S00181,0000021_22_33_20,0.0026872950825939,0.3765943629812114,0.6234056370187886,0.0043106685647645,0.0
S00183,0000021_22_55_14,0.0019603644270559,0.5385187705691165,0.4614812294308835,0.0042479830208338,0.0
S00185,0000021_24_54_16,0.003735037875402,0.1372787293943288,0.8627212706056712,0.0043293680156742,0.0
S00186,0000021_25_55_25,0.0030381646049109,0.3038850055843355,0.6961149944156644,0.004364457926181,0.0
S00187,0000021_11_35_14,0.0027625652082514,0.3590103320855476,0.6409896679144524,0.0043098435849049,0.0023849627379564
S00188,0000021_24_34_12,0.0025065312596437,0.4271678465993634,0.5728321534006365,0.0043756818550837,0.0
S00189,0000021_11_40_25,0.0023261750411783,0.4354904820270076,0.5645095179729924,0.0041207011876984,0.0
S00191,0000021_9_31_21,0.0024494651349218,0.4494981265407227,0.5505018734592773,0.0044495128046155,0.0
S00192,0000021_8_42_14,0.0022420054999036,0.4781286360137706,0.5218713639862294,0.0042960883746876,0.0
S00193,0000021_9_17_24,0.0027821954384942,0.3595017514056473,0.6404982485943527,0.0043437986670534,0.0
S00194,0000021_8_47_20,0.0018927829016911,0.5412005541935664,0.4587994458064336,0.0041255126155704,0.0023942345675443
S00199,0000008_6_28_27,0.0031816809262532,0.2281617882930117,0.7718382117069883,0.0041222122434398,0.0
S00201,0000008_6_35_28,0.0030404279300685,0.2826852932249565,0.7173147067750434,0.004238624834193,0.0
S00202,0000008_6_40_24,0.0032333147534537,0.1932038937026992,0.8067961062973007,0.0040075983612423,0.0
S00205,0000008_24_19_24,0.0032457957902955,0.2124652265409331,0.7875347734590669,0.0041214634574663,0.0024191978193146
S00206,0000016_3_14_20,0.0024307022852427,0.4160666281163748,0.5839333718836252,0.0041626363593536,0.0
S00207,0000016_3_47_21,0.0032053373280295,0.2318337916639141,0.7681662083360858,0.0041727132660163,0.0024246859373094
S00208,0000008_12_60_17,0.003175908738221,0.2596393741912318,0.7403606258087683,0.0042896780670254,0.0
S00210,0000008_12_51_18,0.0029492663910435,0.3026586514442001,0.6973413485557999,0.0042293008971166,0.0
S00211,0000016_15_26_16,0.003506861072532,0.1774619568286085,0.8225380431713915,0.0042634636800638,0.0024002356770644
S00214,0000002_16_54_27,0.0018452283182834,0.5278916644859937,0.4721083355140063,0.0039084849376244,0.0
S00216,0000002_14_39_30,0.0026345034270761,0.3329243866759137,0.6670756133240863,0.0039493325411016,0.0
S00217,0000002_22_35_18,0.0021419455007638,0.4741532174613498,0.5258467825386501,0.0040733262461417,0.0
S00218,0000004_22_56_15,0.0033391764852977,0.186733473109545,0.8132665268904549,0.0041058821123072,0.0
S00220,0000004_10_33_26,0.0035944391086642,0.1932991831198558,0.8067008168801442,0.0044557276172912,0.0048111362800333
S00221,0000006_23_50_17,0.0035054328150725,0.1315002693326509,0.868499730667349,0.0040361933242961,0.0024405814181889
S00223,0000004_4_32_29,0.0031794929455204,0.2314970252461003,0.7685029747538996,0.0041372552221266,0.0
S00226,0000004_4_37_16,0.0035605893635766,0.156087975348843,0.8439120246511569,0.0042191475646391,0.0
S00227,0000009_6_47_25,0.001896126759163,0.5571468939136632,0.4428531060863367,0.0042816155811118,0.0
S00229,0000003_10_41_20,0.0029395801015812,0.2840611447548053,0.7159388552451946,0.0041059094363225,0.0
S00233,0000011_23_16_18,0.0017916921130264,0.5627227940334522,0.4372772059665478,0.0040973828239369,0.0
S00237,0000011_19_38_25,0.0026978168877748,0.354035824385346,0.645964175614654,0.0041764187390233,0.0
S00238,0000016_25_37_23,0.0010547901660659,0.739731576316202,0.260268423683798,0.0040527012502576,0.0
S00245,0000009_7_47_29,0.0015349734792922,0.6209727661116118,0.3790272338883882,0.0040497709453358,0.0
S00247,0000008_22_40_17,0.003007815934143,0.280156010407127,0.719843989592873,0.0041784275171127,0.0
S00248,0000009_2_61_20,0.0030683773164426,0.2934712860959402,0.7065287139040598,0.0043428911749215,0.0048394556829523
S00249,0000009_2_17_26,0.0025459803651349,0.4074031865320023,0.5925968134679978,0.0042963112647118,0.0072902762090563
S00252,0000001_16_16_19,0.0025172911083574,0.4062068630119113,0.5937931369880887,0.004239340186931,0.0
S00253,0000008_14_19_17,0.0027546047684929,0.3238054636591847,0.6761945363408153,0.0040736868171093,0.0
S00257,0000019_14_46_22,0.0020299028658534,0.5373646197759814,0.4626353802240186,0.0043876948297177,0.0122792453576052
S00258,0000022_7_29_26,0.0032599708586408,0.2444511356322764,0.7555488643677236,0.0043147055238696,0.004889013491513
S00259,0000022_6_51_28,0.0025285183738215,0.3712462965633732,0.6287537034366268,0.0040214767086082,0.0
S00260,0000022_7_18_22,0.0029104140922757,0.3213569082761794,0.6786430917238205,0.0042885783820225,0.0
S00261,0000022_6_22_20,0.0024878477496552,0.4070398975484084,0.5929601024515916,0.0041956410547172,0.0
S00262,0000022_7_37_31,0.0027637208226842,0.3324190792224976,0.6675809207775024,0.0041399038478593,0.0
S00264,0000022_6_30_20,0.0029876534007588,0.2929876341821138,0.7070123658178862,0.0042257441951566,0.0
S00265,0000022_5_40_28,0.0028876408380113,0.2797115571709826,0.7202884428290174,0.0040090062068326,0.0021986286219862
S00267,0000022_3_51_13,0.0031588668641397,0.2349146074166938,0.7650853925833061,0.0041287768591082,0.0022214176846302
S00268,0000022_7_32_31,0.0027844899479353,0.3441547850103268,0.6558452149896732,0.0042456510839667,0.0
S00269,0000022_7_34_16,0.0031112407220048,0.2587722187862347,0.7412277812137653,0.0041974151547722,0.0
S00270,0000022_7_23_24,0.003019087860482,0.2783033755265822,0.7216966244734178,0.004183319913246,0.0021931566452205
S00271,0000022_1_58_22,0.0030270260197575,0.324186325963729,0.675813674036271,0.0044790837120514,0.0
S00273,0000022_5_27_13,0.0026277489748227,0.4136881840428117,0.5863118159571883,0.004481828445727,0.0023947190902958
S00275,0000022_1_37_16,0.0023495224822392,0.4667581828481392,0.5332418171518608,0.0044061107112501,0.0
S00277,0000003_10_28_21,0.0038725421215119,0.0871356710636588,0.9128643289363412,0.0042421880215477,0.0
S00278,0000003_10_58_21,0.0034584342274042,0.175267762903663,0.824732237096337,0.0041934025030723,0.0024270303793883
S00283,0000012_21_38_24,0.0025760102951087,0.4447881151430771,0.555211884856923,0.0046396886762835,0.0
S00284,0000012_15_62_18,0.0016537929621423,0.6118981500694749,0.3881018499305251,0.0042612344219393,0.0
S00289,0000023_4_30_31,0.0026955529847462,0.3702473826871799,0.6297526173128201,0.0042803362949856,0.0
S00290,0000023_12_31_31,0.0024403893346868,0.3999667543852935,0.6000332456147064,0.0040670902029549,0.0024540301396377
S00294,0000013_13_46_19,0.0027180681300177,0.3699020044842701,0.63009799551573,0.0043137228643188,0.0
S00296,0000012_10_16_24,0.0033429908960548,0.2327497968230629,0.767250203176937,0.0043571065634294,0.0
S00297,0000024_4_14_24,0.0032517685736121,0.2328831688402539,0.767116831159746,0.0042389482820967,0.0048750582407611
S00302,0000008_14_50_23,0.0027509578213907,0.3238297689428147,0.6761702310571853,0.004068439713901,0.0
S00303,0000001_13_52_15,0.0022426372260396,0.4559243556770287,0.5440756443229713,0.0041219217390814,0.0044147169073886
S00308,0000008_9_24_19,0.0019762402910608,0.5364882750736881,0.4635117249263119,0.0042636252435147,0.0
S00309,0000009_1_25_17,0.0015738547993228,0.610449074502303,0.389550925497697,0.0040401772818587,0.0021791077496437
S00310,0000009_1_21_19,0.0022113098123995,0.454273603932413,0.5457263960675869,0.0040520484776508,0.0156605896916497
S00311,0000009_3_34_21,0.0019069941774671,0.5595332729093241,0.4404667270906759,0.0043294852032593,0.0
S00312,0000009_3_33_22,0.001825547902882,0.5802828636030474,0.4197171363969526,0.0043494719290078,0.0022374990433228
S00313,0000009_14_30_14,0.0014661412402828,0.6354685500628786,0.3645314499371214,0.0040219883374556,0.0
S00314,0000009_24_57_25,0.0019180206926943,0.5164197035645923,0.4835802964354077,0.0039662920653148,0.0021928953719759
S00315,0000008_22_48_15,0.0025784419989793,0.3934353287199158,0.6065646712800842,0.004250893797586,0.0021781336418657
S00316,0000009_24_24_28,0.0019355028460104,0.5146020782112997,0.4853979217887003,0.0039874559801947,0.0
S00318,0000009_14_23_19,0.002265065973797,0.4287660186656758,0.5712339813343241,0.0039652157396277,0.0022137295775651
S00319,0000009_24_43_31,0.0024692091542708,0.4004122102751783,0.5995877897248216,0.0041181778491587,0.0021892730027839
S00321,0000025_16_24_21,0.0007754093920941,0.8072052588308753,0.1927947411691246,0.0040219426494311,0.0
S00323,0000023_16_27_22,0.0019155879761257,0.528329564495839,0.471670435504161,0.0040612848123038,0.0
S00324,0000023_18_39_23,0.0027547600835343,0.3691775336679428,0.6308224663320572,0.0043669340116435,0.002440437609255
S00325,0000023_18_17_18,0.0032663087423427,0.2592960911661157,0.7407039088338843,0.0044097360677966,0.0
S00326,0000023_10_62_21,0.0019109356919229,0.5322836714416841,0.4677163285583159,0.0040856723942334,0.0
S00327,0000023_15_55_16,0.0013610286505483,0.6995251716850186,0.3004748283149814,0.0045295929052721,0.0044787484736659
S00328,0000023_10_48_17,0.0026486304627064,0.36992985570394,0.63007014429606,0.004203707296218,0.0
S00329,0000023_10_37_27,0.0025860166686921,0.3927296469405131,0.607270353059487,0.0042584273308643,0.0021770745724698
S00331,0000023_11_50_17,0.0030071542499124,0.2796017696358905,0.7203982303641094,0.0041742943321676,0.0
S00332,0000023_14_40_12,0.0029219229802701,0.3316635989379952,0.6683364010620048,0.0043719345162513,0.0
S00334,0000023_13_40_16,0.0029541899270495,0.2840794441703527,0.7159205558296473,0.0041264214346046,0.0072413089722295
S00335,0000023_13_34_20,0.002833967663132,0.3330434411749712,0.6669565588250288,0.0042491038218809,0.0
S00336,0000023_13_42_31,0.002422105711653,0.396374471319823,0.603625528680177,0.0040125965463206,0.0
S00339,0000023_16_61_22,0.0024071264653683,0.3957981703090179,0.6042018296909821,0.0039839774510438,0.0
S00340,0000023_11_34_26,0.0029074530922149,0.2844609483218229,0.7155390516781771,0.0040633045609404,0.0
S00341,0000023_23_58_19,0.0028917447434173,0.3038159888594497,0.6961840111405503,0.0041537074927644,0.0
S00342,0000023_21_17_17,0.0027038453144888,0.4015929245993531,0.5984070754006469,0.00451840465402,0.0239999227366672
S00343,0000023_18_55_23,0.0031759352141494,0.2667428030861264,0.7332571969138735,0.0043312704294158,0.0071593200806683
S00344,0000023_22_50_14,0.0029479571167037,0.3112338667542581,0.6887661332457419,0.004280055267543,0.0
S00347,0000023_17_36_15,0.0030533673699277,0.2869738823920547,0.7130261176079453,0.0042822658168135,0.0
S00349,0000023_18_32_24,0.0026411645688544,0.3939969515133892,0.6060030484866108,0.0043583354497148,0.0
S00350,0000023_13_61_27,0.0027652749090586,0.3241381579802039,0.6758618420197962,0.0040914795556362,0.0022072702240579
S00351,0000009_7_28_30,0.0018161251042388,0.5551489858670834,0.4448510141329166,0.0040825468449897,0.0
S00352,0000001_20_27_14,0.0024320577437644,0.4050264475622653,0.5949735524377346,0.004087673702133,0.0
S00354,0000003_16_18_18,0.0033168044648043,0.2008736948594999,0.7991263051405001,0.0041505384611525,0.0047855643499528
S00356,0000005_22_37_28,0.0031619323734588,0.2321839483640724,0.7678160516359276,0.0041180857924525,0.0
S00357,0000003_22_47_28,0.0034052796939219,0.1837236626162599,0.8162763373837401,0.004171724130625,0.0
S00358,0000007_8_43_31,0.0035307954045431,0.1435385177187879,0.856461482281212,0.0041225384650559,0.0
S00360,0000007_10_28_25,0.0036291723610905,0.1172642088668854,0.8827357911331145,0.0041112781395575,0.0
S00361,0000007_25_43_25,0.0037869850036516,0.1155293476781792,0.8844706523218208,0.0042816400902737,0.0024229128580134
S00362,0000007_5_38_13,0.0032639818249612,0.2174805291668047,0.7825194708331953,0.0041711189901586,0.0
S00363,0000005_19_31_30,0.0033522851044992,0.2376591662651463,0.7623408337348537,0.004397357397315,0.0
S00366,0000009_21_58_28,0.0026114727553037,0.3637066505715042,0.6362933494284958,0.0041041962133492,0.0044445636815653
S00369,0000008_3_52_22,0.0032458673541962,0.2109165750156498,0.7890834249843501,0.0041134653845511,0.0
S00371,0000008_2_37_19,0.0028885386925331,0.2663174075816449,0.733682592418355,0.0039370413341986,0.0087046378029984
S00373,0000009_21_50_18,0.0023508502156417,0.4103329868054797,0.5896670131945203,0.0039867419459434,0.0023894345645892
S00376,0000008_2_39_24,0.0031620550771431,0.2446624733115786,0.7553375266884214,0.0041862809213336,0.0022044799290308
S00377,0000008_2_51_28,0.00285078582348,0.2799624035884063,0.7200375964115937,0.0039592180154026,0.0066640743372799
S00378,0000009_25_19_20,0.0031536889564662,0.2646954065422274,0.7353045934577725,0.0042889558755998,0.0
S00379,0000009_25_34_14,0.002144626938315,0.490179079357981,0.509820920642019,0.0042066279579393,0.0024318042813455
S00380,0000008_4_52_15,0.0026994366377553,0.3442290686810775,0.6557709313189224,0.0041164322918768,0.0
S00383,0000007_6_45_25,0.0036847008980062,0.0929840131442939,0.907015986855706,0.0040624431668285,0.0
S00384,0000008_4_36_13,0.0023031033208024,0.4279982946388712,0.5720017053611288,0.0040263924027087,0.0043461531734788
S00388,0000009_5_43_17,0.0028488078206765,0.3083918427198671,0.6916081572801329,0.0041191067379539,0.0
S00389,0000009_9_38_25,0.0026253067150481,0.3519627711139258,0.6480372288860742,0.0040511665040616,0.0120899864747837
S00390,0000009_4_43_13,0.0024631355838638,0.3916439647737499,0.60835603522625,0.0040488389055724,0.0
S00393,0000007_5_36_28,0.0036126355621732,0.1202545553375189,0.8797454446624811,0.0041064555481265,0.0
S00395,0000009_8_26_23,0.0029012661141188,0.3044663263263273,0.6955336736736727,0.0041712805920595,0.0
S00396,0000009_8_50_13,0.0027946626684138,0.3456069035944397,0.6543930964055602,0.0042706175901981,0.0
S00398,0000009_13_56_20,0.0033469727112117,0.2276940038602698,0.7723059961397302,0.0043337391240533,0.0
S00400,0000007_4_58_17,0.0036199425462875,0.1247266322684064,0.8752733677315936,0.0041357850926839,0.0
S00402,0000009_25_35_12,0.0029305819966274,0.3268011076414847,0.6731988923585153,0.004353218684541,0.0
S00403,0000009_13_37_30,0.003321815555523,0.2717150126538346,0.7282849873461654,0.0045611479204419,0.0043498619334567
S00404,0000009_13_46_13,0.0032732529899626,0.2482763071966569,0.7517236928033431,0.0043543299503517,0.0
S00405,0000009_16_19_27,0.0017577419613905,0.5789076320688857,0.4210923679311142,0.0041742432189558,0.0
S00406,0000009_21_42_15,0.0032229718837793,0.2291788434405168,0.7708211565594831,0.0041812187643693,0.0
S00408,0000002_8_57_23,0.0022591207757611,0.4585681556222712,0.5414318443777288,0.0041724933603741,0.0022408584697236
S00409,0000002_6_19_25,0.0027383916651006,0.3149826314095681,0.6850173685904319,0.0039975507055178,0.002175502182068
S00410,0000002_3_21_17,0.002362664038475,0.4041410423195213,0.5958589576804787,0.0039651397499708,0.0
S00411,0000000_23_42_28,0.0003320392906603,0.9212012091426508,0.078798790857349,0.0042137612398324,0.0
S00412,0000000_2_32_24,0.0008315713707847,0.8026982709114328,0.1973017290885672,0.0042147191239844,0.0
