ufs_serial,run_wf_xy,prob,health
S00185,0000021_24_54_16,0.7309768199920654,0.0
S00186,0000021_25_55_25,0.5748968124389648,0.0
S00187,0000021_11_35_14,0.8297032713890076,0.0023849627379564
S00188,0000021_24_34_12,0.35176149010658264,0.0
S00189,0000021_11_40_25,0.06812390685081482,0.0
S00191,0000021_9_31_21,0.41962334513664246,0.0
S00192,0000021_8_42_14,0.22126494348049164,0.0
S00193,0000021_9_17_24,0.2845655083656311,0.0
S00194,0000021_8_47_20,0.19012139737606049,0.0023942345675443
S00199,0000008_6_28_27,0.7958599328994751,0.0
S00201,0000008_6_35_28,0.38051512837409973,0.0
S00202,0000008_6_40_24,0.49076220393180847,0.0
S00205,0000008_24_19_24,0.8159335851669312,0.0024191978193146
S00206,0000016_3_14_20,0.1836133897304535,0.0
S00207,0000016_3_47_21,0.6444941163063049,0.0024246859373094
S00208,0000008_12_60_17,0.5552893877029419,0.0
S00210,0000008_12_51_18,0.1012810617685318,0.0
S00211,0000016_15_26_16,0.6549501419067383,0.0024002356770644
S00214,0000002_16_54_27,0.0269413273781538,0.0
S00216,0000002_14_39_30,0.20521657168865204,0.0
S00217,0000002_22_35_18,0.03516533970832825,0.0
S00218,0000004_22_56_15,0.6119107604026794,0.0
S00220,0000004_10_33_26,0.9717285633087158,0.0048111362800333
S00221,0000006_23_50_17,0.7223454117774963,0.0024405814181889
S00223,0000004_4_32_29,0.7147718071937561,0.0
S00226,0000004_4_37_16,0.8603092432022095,0.0
S00227,0000009_6_47_25,0.18838782608509064,0.0
S00229,0000003_10_41_20,0.020678147673606873,0.0
S00233,0000011_23_16_18,0.05598665028810501,0.0
S00237,0000011_19_38_25,0.08603344857692719,0.0
S00238,0000016_25_37_23,0.05248016119003296,0.0
S00245,0000009_7_47_29,0.1220848485827446,0.0
S00247,0000008_22_40_17,0.13588982820510864,0.0
S00248,0000009_2_61_20,0.13097459077835083,0.0048394556829523
S00249,0000009_2_17_26,0.8784613013267517,0.0072902762090563
S00252,0000001_16_16_19,0.09070136398077011,0.0
S00253,0000008_14_19_17,0.8298686742782593,0.0
S00257,0000019_14_46_22,0.6528162360191345,0.0122792453576052
S00258,0000022_7_29_26,0.6742579936981201,0.004889013491513
S00259,0000022_6_51_28,0.23892100155353546,0.0
S00260,0000022_7_18_22,0.22206734120845795,0.0
S00261,0000022_6_22_20,0.8689850568771362,0.0
S00262,0000022_7_37_31,0.19008125364780426,0.0
S00264,0000022_6_30_20,0.5036882758140564,0.0
S00265,0000022_5_40_28,0.274553507566452,0.0021986286219862
S00267,0000022_3_51_13,0.11887684464454651,0.0022214176846302
S00268,0000022_7_32_31,0.21772222220897675,0.0
S00269,0000022_7_34_16,0.39165353775024414,0.0
S00270,0000022_7_23_24,0.5710563659667969,0.0021931566452205
S00271,0000022_1_58_22,0.640920877456665,0.0
S00273,0000022_5_27_13,0.1164848655462265,0.0023947190902958
S00275,0000022_1_37_16,0.0814405158162117,0.0
S00277,0000003_10_28_21,0.12195638567209244,0.0
S00278,0000003_10_58_21,0.7902266383171082,0.0024270303793883
S00283,0000012_21_38_24,0.09108172357082367,0.0
S00284,0000012_15_62_18,0.005679144524037838,0.0
S00289,0000023_4_30_31,0.1876242458820343,0.0
S00290,0000023_12_31_31,0.7723913788795471,0.0024540301396377
S00294,0000013_13_46_19,0.1511581987142563,0.0
S00296,0000012_10_16_24,0.7242502570152283,0.0
S00297,0000024_4_14_24,0.4127159118652344,0.0048750582407611
S00302,0000008_14_50_23,0.028818277642130852,0.0
S00303,0000001_13_52_15,0.12319158762693405,0.0044147169073886
S00308,0000008_9_24_19,0.014986242167651653,0.0
S00309,0000009_1_25_17,0.10938085615634918,0.0021791077496437
S00310,0000009_1_21_19,0.036691293120384216,0.0156605896916497
S00311,0000009_3_34_21,0.006854488048702478,0.0
S00312,0000009_3_33_22,0.11580900847911835,0.0022374990433228
S00313,0000009_14_30_14,0.11912092566490173,0.0
S00314,0000009_24_57_25,0.10598332434892654,0.0021928953719759
S00315,0000008_22_48_15,0.020724428817629814,0.0021781336418657
S00316,0000009_24_24_28,0.092503622174263,0.0
S00318,0000009_14_23_19,0.1088581457734108,0.0022137295775651
S00319,0000009_24_43_31,0.09280983358621597,0.0021892730027839
S00321,0000025_16_24_21,0.09048539400100708,0.0
S00323,0000023_16_27_22,0.06626049429178238,0.0
S00324,0000023_18_39_23,0.868564784526825,0.002440437609255
S00325,0000023_18_17_18,0.3041546046733856,0.0
S00326,0000023_10_62_21,0.4675828218460083,0.0
S00327,0000023_15_55_16,0.012352354824543,0.0044787484736659
S00328,0000023_10_48_17,0.056573376059532166,0.0
S00329,0000023_10_37_27,0.24327795207500458,0.0021770745724698
S00331,0000023_11_50_17,0.7851850986480713,0.0
S00332,0000023_14_40_12,0.09131835401058197,0.0
S00334,0000023_13_40_16,0.4629189372062683,0.0072413089722295
S00335,0000023_13_34_20,0.30026179552078247,0.0
S00336,0000023_13_42_31,0.012211490422487259,0.0
S00339,0000023_16_61_22,0.045765358954668045,0.0
S00340,0000023_11_34_26,0.7650405168533325,0.0
S00341,0000023_23_58_19,0.7851672172546387,0.0
S00342,0000023_21_17_17,0.02344799041748047,0.0239999227366672
S00343,0000023_18_55_23,0.19032494723796844,0.0071593200806683
S00344,0000023_22_50_14,0.05482142046093941,0.0
S00347,0000023_17_36_15,0.20081233978271484,0.0
S00349,0000023_18_32_24,0.2287866175174713,0.0
S00350,0000023_13_61_27,0.46864843368530273,0.0022072702240579
S00351,0000009_7_28_30,0.08290368318557739,0.0
S00352,0000001_20_27_14,0.20269662141799927,0.0
S00354,0000003_16_18_18,0.29693084955215454,0.0047855643499528
S00356,0000005_22_37_28,0.24992093443870544,0.0
S00357,0000003_22_47_28,0.15842649340629578,0.0
S00358,0000007_8_43_31,0.8959017992019653,0.0
S00360,0000007_10_28_25,0.7382007837295532,0.0
S00361,0000007_25_43_25,0.45577889680862427,0.0024229128580134
S00362,0000007_5_38_13,0.5927613377571106,0.0
S00363,0000005_19_31_30,0.025807464495301247,0.0
S00366,0000009_21_58_28,0.3663352429866791,0.0044445636815653
S00369,0000008_3_52_22,0.11058823764324188,0.0
S00371,0000008_2_37_19,0.012016897089779377,0.0087046378029984
S00373,0000009_21_50_18,0.23321683704853058,0.0023894345645892
S00376,0000008_2_39_24,0.841759204864502,0.0022044799290308
S00377,0000008_2_51_28,0.28438419103622437,0.0066640743372799
S00378,0000009_25_19_20,0.080506332218647,0.0
S00379,0000009_25_34_14,0.49480345845222473,0.0024318042813455
S00380,0000008_4_52_15,0.6015456318855286,0.0
S00383,0000007_6_45_25,0.7310236692428589,0.0
S00384,0000008_4_36_13,0.7787368893623352,0.0043461531734788
S00388,0000009_5_43_17,0.6065817475318909,0.0
S00389,0000009_9_38_25,0.14454537630081177,0.0120899864747837
S00390,0000009_4_43_13,0.40398740768432617,0.0
S00393,0000007_5_36_28,0.7895211577415466,0.0
S00395,0000009_8_26_23,0.26789379119873047,0.0
S00396,0000009_8_50_13,0.5114943981170654,0.0
S00398,0000009_13_56_20,0.23648089170455933,0.0
S00400,0000007_4_58_17,0.30336788296699524,0.0
S00402,0000009_25_35_12,0.04555210843682289,0.0
S00403,0000009_13_37_30,0.7072812914848328,0.0043498619334567
S00404,0000009_13_46_13,0.7032696604728699,0.0
S00405,0000009_16_19_27,0.8231767416000366,0.0
S00406,0000009_21_42_15,0.03324633464217186,0.0
S00408,0000002_8_57_23,0.6410699486732483,0.0022408584697236
S00409,0000002_6_19_25,0.007394990883767605,0.002175502182068
S00410,0000002_3_21_17,0.5298581123352051,0.0
S00411,0000000_23_42_28,0.0028065317310392857,0.0
S00412,0000000_2_32_24,0.0051201763562858105,0.0
S00416,0000000_13_33_12,0.2915765941143036,0.0
S00417,0000004_23_31_27,0.07524767518043518,0.0065888903619249
S00420,0000007_25_39_24,0.15059895813465118,0.0067010031280336
S00423,0000007_17_22_25,0.2645457088947296,0.0022000593174946
S00429,0000007_11_50_24,0.7434597015380859,0.0
S00430,0000007_21_26_14,0.17679069936275482,0.0065350023668016
S00432,0000007_12_23_14,0.7974802851676941,0.0
S00434,0000007_13_45_12,0.03658761456608772,0.002191705914519
S00435,0000007_13_53_24,0.9942785501480103,0.0
S00436,0000007_18_58_26,0.8641514182090759,0.0
S00438,0000025_16_49_27,0.14528970420360565,0.0
S00439,0000003_10_28_12,0.601431667804718,0.0
S00440,0000026_1_22_24,0.019602686166763306,0.0122367980460517
S00441,0000022_20_45_13,0.00990334153175354,0.0
S00446,0000025_3_42_23,0.5509955883026123,0.0
S00448,0000020_24_23_26,0.39228278398513794,0.012265971677205
S00450,0000020_1_40_16,0.8852742314338684,0.0
S00452,0000020_24_37_19,0.01348536740988493,0.0048683965637152
S00453,0000020_19_32_25,0.27955782413482666,0.0024367761990213
S00454,0000020_16_18_16,0.05076886713504791,0.0
S00455,0000020_4_42_20,0.017597224563360214,0.0
S00456,0000018_25_36_22,0.5101783871650696,0.0
S00457,0000020_19_59_19,0.8201006054878235,0.0047714366632584
S00461,0000027_23_43_27,0.38995975255966187,0.0
S00462,0000015_10_27_26,0.010209459811449051,0.0
S00463,0000027_23_50_14,0.1494293510913849,0.0
S00464,0000015_3_25_29,0.0035940874367952347,0.0
S00465,0000027_25_23_26,0.013697747141122818,0.0
S00467,0000027_23_30_21,0.11359751969575882,0.0047907539412867
S00469,0000027_20_31_20,0.23011425137519836,0.0024476488781198
S00470,0000015_10_45_28,0.12169120460748672,0.0
S00472,0000027_25_48_20,0.012940277345478535,0.0
S00473,0000015_8_36_25,0.012024418450891972,0.0
S00475,0000022_15_20_25,0.7717871069908142,0.0
S00476,0000022_14_27_22,0.02267647534608841,0.0048258518065386
S00478,0000027_22_27_26,0.0012406382011249661,0.0
S00482,0000022_14_24_28,0.2744159996509552,0.0
S00483,0000022_14_31_14,0.49833810329437256,0.0
S00484,0000027_16_16_24,0.4308512210845947,0.0
S00485,0000027_14_42_22,0.06670425087213516,0.0
S00486,0000022_10_25_26,0.19910046458244324,0.0023937848290876
S00487,0000022_14_21_26,0.15175370872020721,0.0047925556278778
S00488,0000022_10_60_26,0.33603784441947937,0.0024354507544016
S00491,0000022_9_32_22,0.14371609687805176,0.0
S00493,0000027_5_40_26,0.020111696794629097,0.0
S00495,0000023_17_44_12,0.7208867073059082,0.0
S00497,0000023_19_37_22,0.9277495741844177,0.0043514615044499
S00498,0000023_22_24_29,0.17360271513462067,0.0
S00499,0000023_21_33_19,0.6609627604484558,0.0
S00500,0000023_22_30_16,0.4878508448600769,0.0021848266645565
S00501,0000004_10_20_27,0.2361985594034195,0.0021832142888519
S00502,0000004_22_41_17,0.026673797518014908,0.0022247289590775
S00503,0000004_10_42_31,0.42378273606300354,0.0
S00505,0000004_10_32_15,0.5337035059928894,0.0
S00510,0000004_16_41_13,0.6967517137527466,0.0022227290819726
S00512,0000006_17_25_17,0.3272762596607208,0.0043474647807241
S00513,0000004_4_51_24,0.7677366137504578,0.0
S00514,0000004_4_40_21,0.18406738340854645,0.0
S00515,0000004_4_49_17,0.9207731485366821,0.0065527516282994
S00516,0000004_4_53_20,0.736528217792511,0.0
S00518,0000006_10_44_19,0.29847797751426697,0.0
S00519,0000011_10_14_24,0.686109721660614,0.0
S00520,0000011_10_58_16,0.12593358755111694,0.0
S00521,0000013_8_18_22,0.1409662812948227,0.004380398378283
S00522,0000011_14_47_26,0.6671211123466492,0.0
S00523,0000011_10_22_23,0.06266269087791443,0.0
S00524,0000011_10_60_20,0.23539136350154877,0.0073659093266936
S00525,0000011_10_37_30,0.14890483021736145,0.0022026334100044
S00527,0000013_16_34_27,0.3361888825893402,0.0022325840475805
S00529,0000013_8_38_24,0.2008267641067505,0.0022204351516776
S00531,0000013_16_26_14,0.07992133498191833,0.0
S00537,0000013_14_27_15,0.29941749572753906,0.0
S00538,0000013_16_47_30,0.6504930853843689,0.0
S00539,0000013_13_57_17,0.8801023960113525,0.0
S00540,0000013_10_26_15,0.6624956727027893,0.0043980160257686
S00543,0000013_7_21_26,0.18217357993125916,0.0024125042473666
S00545,0000013_12_21_23,0.3369554281234741,0.0
S00547,0000013_14_37_24,0.686674952507019,0.0024299851365094
S00548,0000013_5_53_24,0.3559834659099579,0.0022212091958954
S00550,0000013_12_21_28,0.2838655412197113,0.0048952977562397
S00551,0000013_4_48_26,0.7227718234062195,0.0
S00552,0000013_6_58_18,0.07205107808113098,0.0021787351938066
S00553,0000013_14_21_25,0.6978724002838135,0.0
S00554,0000013_4_44_13,0.3271600008010864,0.0
S00555,0000013_4_51_19,0.4948875308036804,0.0
S00557,0000013_6_33_13,0.7946343421936035,0.0086994954467681
S00558,0000013_1_37_27,0.8501338958740234,0.0
S00559,0000013_5_39_17,0.24097619950771332,0.0
S00560,0000013_6_62_18,0.8835094571113586,0.0
S00561,0000013_1_29_27,0.01370929554104805,0.0
S00562,0000013_1_37_18,0.4204622209072113,0.0109444848164541
S00564,0000013_2_23_29,0.23456653952598572,0.0
S00565,0000013_2_29_28,0.42907172441482544,0.0
S00566,0000013_2_52_16,0.9185690879821777,0.0
S00567,0000013_2_54_22,0.1492978185415268,0.0
S00568,0000013_2_46_15,0.23830482363700867,0.0
S00570,0000014_9_41_17,0.018384793773293495,0.0022028091356744
S00571,0000014_14_60_23,0.015422633849084377,0.0
S00574,0000013_24_42_31,0.005218523554503918,0.0
S00577,0000014_23_35_26,0.011170444078743458,0.0
S00579,0000013_22_23_28,0.0035018606577068567,0.0
S00580,0000023_4_21_29,0.7187313437461853,0.0022136704169895
S00581,0000023_15_49_31,0.042315296828746796,0.0
S00582,0000023_5_21_14,0.7874584794044495,0.0022362909068002
S00583,0000010_21_47_22,0.032594773918390274,0.0
S00584,0000010_4_28_16,0.041810400784015656,0.0
S00585,0000010_3_44_29,0.675434410572052,0.0
S00586,0000010_4_38_15,0.006732637528330088,0.0
S00587,0000010_5_37_16,0.009412967599928379,0.0
S00588,0000010_4_17_20,0.23230823874473572,0.0
S00589,0000010_4_19_25,0.33056989312171936,0.0
S00590,0000010_11_19_17,0.013167953118681908,0.0
S00593,0000010_10_32_24,0.021170489490032196,0.0
S00594,0000010_3_55_17,0.011216200888156891,0.0
S00598,0000026_3_60_28,0.15149058401584625,0.0
S00599,0000001_19_18_15,0.07089249789714813,0.0
S00600,0000008_22_53_30,0.01571054384112358,0.0
S00603,0000019_9_24_30,0.060449548065662384,0.0
S00605,0000005_22_50_21,0.04709700495004654,0.0
S00606,0000004_7_44_23,0.18600642681121826,0.0
S00607,0000003_16_20_17,0.4375621974468231,0.0
S00612,0000004_25_18_26,0.30098649859428406,0.0
S00614,0000004_9_18_19,0.5658566951751709,0.0
S00616,0000004_5_25_29,0.25257232785224915,0.0
S00617,0000024_8_26_20,0.6182125806808472,0.0
S00618,0000024_11_30_19,0.22042936086654663,0.0
S00619,0000024_15_55_24,0.33922553062438965,0.0
S00621,0000024_10_37_17,0.3950156569480896,0.0
S00624,0000024_7_56_21,0.5388007164001465,0.0
S00626,0000024_24_60_18,0.7782807946205139,0.0
S00629,0000024_9_36_27,0.8117768168449402,0.0
S00630,0000024_23_49_28,0.8888230323791504,0.0
S00632,0000002_22_58_14,0.28372129797935486,0.0
S00634,0000006_23_49_29,0.7642248272895813,0.0
S00635,0000006_17_30_21,0.009313399903476238,0.0
S00636,0000002_6_52_17,0.3015788793563843,0.0
S00637,0000002_8_48_20,0.07875660806894302,0.0
S00638,0000023_15_50_28,0.09812680631875992,0.0
S00639,0000023_7_19_16,0.3572351932525635,0.0
S00640,0000023_7_53_19,0.5009018182754517,0.0
S00642,0000000_18_49_16,0.0038646117318421602,0.0
S00643,0000000_19_63_21,0.004919367842376232,0.0
S00644,0000000_18_15_22,0.10058822482824326,0.0
S00645,0000000_18_50_15,0.010538952425122261,0.0
S00646,0000000_18_41_15,0.004033458419144154,0.0
S00647,0000000_24_28_24,0.005329985171556473,0.0
S00648,0000000_23_34_26,0.021803192794322968,0.0
S00651,0000000_1_19_18,0.20854316651821136,0.0
S00654,0000000_11_33_13,0.00520707294344902,0.0
S00656,0000000_13_27_30,0.17209823429584503,0.0
S00657,0000000_8_41_29,0.0007028613472357392,0.0
S00658,0000000_10_54_23,0.004189031198620796,0.0
S00660,0000027_21_23_27,0.21708983182907104,0.0
S00661,0000015_1_32_29,0.30736735463142395,0.0
S00662,0000027_25_37_22,0.11080539226531982,0.0
S00664,0000027_23_34_13,0.020123442634940147,0.0
S00666,0000027_4_56_23,0.09585360437631607,0.0
S00667,0000027_8_46_30,0.06808394193649292,0.0
S00668,0000027_5_34_31,0.05895228311419487,0.0
S00670,0000027_10_43_22,0.026181068271398544,0.0
S00671,0000027_5_34_16,0.005033519584685564,0.0
S00673,0000027_14_18_25,0.653292715549469,0.0
S00676,0000025_8_43_23,0.016061903908848763,0.0
S00677,0000025_8_49_17,0.013067930936813354,0.0
S00679,0000016_18_52_25,0.7285686731338501,0.0
S00683,0000016_24_17_17,0.5624229311943054,0.0
S00685,0000024_24_37_32,0.951836347579956,0.0
S00686,0000022_9_33_21,0.1796315759420395,0.0
S00687,0000022_7_44_16,0.3377589285373688,0.0
S00689,0000020_1_45_26,0.1863413006067276,0.0
S00690,0000020_16_39_19,0.006799099966883659,0.0
S00691,0000020_16_34_26,0.057392317801713943,0.0
S00692,0000020_19_31_19,0.6173025965690613,0.0
S00693,0000020_24_61_18,0.069875568151474,0.0
S00698,0000007_15_42_15,0.4765036106109619,0.0
S00700,0000007_10_51_16,0.6084915399551392,0.0
S00702,0000022_17_55_27,0.08572203665971756,0.0
S00703,0000026_1_34_23,0.0023692867252975702,0.0
S00705,0000022_21_39_30,0.016541117802262306,0.0
S00706,0000022_20_20_24,0.001574723981320858,0.0
S00707,0000022_20_44_28,0.0035284291952848434,0.0
S00708,0000022_19_36_20,0.05998041853308678,0.0
S00711,0000022_23_62_23,0.04031892493367195,0.0
S00713,0000026_1_23_14,0.00415346585214138,0.0
S00717,0000025_1_22_22,0.5214402675628662,0.0
S00718,0000020_4_61_23,0.23859378695487976,0.0
S00719,0000018_19_62_25,0.7017461657524109,0.0
S00720,0000019_5_44_12,0.03553254157304764,0.0
S00722,0000020_4_62_17,0.1761610507965088,0.0
S00726,0000020_2_27_19,0.44088008999824524,0.0
S00727,0000027_25_32_30,0.0011325113009661436,0.0
S00728,0000027_24_44_30,0.6766247749328613,0.0
S00729,0000027_19_63_22,0.11405157297849655,0.0
S00731,0000027_15_59_25,0.2930617928504944,0.0
S00732,0000027_19_32_20,0.4882686138153076,0.0
S00733,0000027_20_51_21,0.054406870156526566,0.0
S00735,0000015_10_56_27,0.12826281785964966,0.0
S00736,0000015_1_37_28,0.09037075936794281,0.0
S00737,0000015_10_44_31,0.03057818114757538,0.0
S00738,0000015_6_60_26,0.010416971519589424,0.0
S00740,0000015_3_43_17,0.0016412679105997086,0.0
S00741,0000015_7_59_18,0.009636132046580315,0.0
S00742,0000015_10_33_14,0.07018544524908066,0.0
S00747,0000015_4_27_25,0.013582680374383926,0.0
S00748,0000022_10_52_22,0.4331362247467041,0.0
S00752,0000022_14_45_13,0.589099645614624,0.0
S00754,0000022_12_26_20,0.4301820993423462,0.0
S00755,0000027_5_59_16,0.0028412542305886745,0.0
S00757,0000025_14_40_19,0.18788468837738037,0.0
S00758,0000025_11_45_31,0.021555442363023758,0.0
S00761,0000025_14_62_23,0.01510240975767374,0.0
S00763,0000021_22_57_22,0.13001923263072968,0.0
S00769,0000021_17_52_30,0.6455170512199402,0.0
S00771,0000021_14_25_19,0.2648005187511444,0.0
S00772,0000016_9_52_21,0.5352454781532288,0.0
S00773,0000021_6_13_22,0.08589839190244675,0.0
S00774,0000016_3_62_23,0.07226195931434631,0.0
S00777,0000012_17_39_13,0.09437146782875061,0.0
S00778,0000011_23_53_23,0.053412385284900665,0.0
S00781,0000009_24_45_26,0.07636574655771255,0.0
S00782,0000009_14_35_20,0.008986715227365494,0.0
S00784,0000009_2_42_27,0.08807981014251709,0.0
S00786,0000001_21_42_31,0.2948237657546997,0.0
S00787,0000009_2_42_25,0.023189658299088478,0.0
S00788,0000008_22_19_26,0.4049381613731384,0.0
S00789,0000001_15_15_21,0.23873798549175262,0.0
S00791,0000002_18_51_19,0.5303623676300049,0.0
S00792,0000002_21_56_28,0.16781331598758698,0.0
S00793,0000002_21_32_14,0.20095451176166534,0.0
S00794,0000002_15_61_20,0.02352273277938366,0.0
S00795,0000002_2_48_19,0.2714371681213379,0.0
S00797,0000023_22_51_26,0.8055134415626526,0.0
S00798,0000021_22_15_17,0.0007160559180192649,0.0
S00800,0000023_7_20_16,0.21394039690494537,0.0
S00801,0000023_18_17_26,0.04933606833219528,0.0
S00803,0000023_22_23_18,0.18589749932289124,0.0
S00805,0000023_21_57_28,0.06869780272245407,0.0
S00809,0000007_19_19_25,0.5779944658279419,0.0
S00815,0000008_4_46_14,0.0649850144982338,0.0
S00816,0000007_4_38_12,0.4513991177082062,0.0
S00817,0000008_2_44_14,0.6424221992492676,0.0
S00818,0000008_4_29_29,0.35918742418289185,0.0
S00819,0000009_5_27_15,0.8948437571525574,0.0
