ufs_serial,run_wf_xy,position,pi,one_minus_pi,mu,pred,pred_clipped,health
S00079,0000012_4_27_19,1,0.48289794999708624,0.5171020500029138,0.0017911414252343536,0.000926202902833825,0.000926202902833825,0.0
S00080,0000012_10_34_31,1,0.5487091625749907,0.4512908374250093,0.0015184200105575582,0.0006852490381274119,0.0006852490381274119,0.0024551575598599
S00081,0000012_5_31_25,1,0.5342632148001106,0.46573678519988937,0.0017003280382947052,0.0007919053143406104,0.0007919053143406104,0.0048692551117381
S00084,0000004_21_17_18,1,0.533709995380669,0.466290004619331,0.0018028684675002486,0.0008406595460387371,0.0008406595460387371,0.0
S00086,0000004_20_42_12,1,0.4617961828862616,0.5382038171137384,0.001895276668024436,0.0010200451372173592,0.0010200451372173592,0.0
S00087,0000005_13_32_29,1,0.5578223778529257,0.44217762214707435,0.0017866091889051406,0.0007899986028561882,0.0007899986028561882,0.0071833265884257
S00092,0000003_22_33_16,1,0.5677083291860551,0.43229167081394493,0.001656893103982374,0.0007162610882806438,0.0007162610882806438,0.0
S00096,0000004_19_42_16,1,0.541697258758832,0.458302741241168,0.0016827681031021898,0.000771217234524934,0.000771217234524934,0.0
S00098,0000004_9_61_16,1,0.5896141477621105,0.4103858522378895,0.001870448020854154,0.0007676054051049057,0.0007676054051049057,0.0
S00099,0000005_7_33_16,1,0.49425937048135016,0.5057406295186498,0.0017610916349241434,0.0008906555920865645,0.0008906555920865645,0.002429023161249
S00101,0000005_12_36_19,1,0.765972592788664,0.23402740721133597,0.0019117045211587025,0.00044739125244095974,0.00044739125244095974,0.0047811447811447
S00103,0000003_18_48_19,1,0.5076977755346348,0.4923022244653652,0.0016830300433821601,0.0008285594341990775,0.0008285594341990775,0.0023947190902958
S00106,0000005_18_38_23,1,0.4355026344703207,0.5644973655296792,0.0017710710337417068,0.0009997649327131192,0.0009997649327131192,0.0
S00108,0000005_10_54_18,1,0.4995707548840638,0.5004292451159362,0.0018345014582874441,0.0009180381799348699,0.0009180381799348699,0.0
S00109,0000006_11_43_18,1,0.7711580882784644,0.22884191172153556,0.0018528093369782341,0.0004240004307296099,0.0004240004307296099,0.0024466006035276
S00111,0000005_10_55_15,1,0.6011317566511812,0.39886824334881876,0.001896696384733989,0.0007565319551449015,0.0007565319551449015,0.0
S00113,0000005_11_51_20,1,0.5754736883718171,0.4245263116281829,0.0016427757684538092,0.0006974015378138494,0.0006974015378138494,0.0
S00114,0000004_25_46_27,1,0.5666883913102883,0.43331160868971175,0.0016093500075631585,0.000697350040721992,0.000697350040721992,0.0
S00116,0000006_5_51_22,1,0.5337196761784123,0.4662803238215877,0.0016890633622723373,0.0007875770115155251,0.0007875770115155251,0.0
S00120,0000006_16_30_16,1,0.5769904359779942,0.42300956402200585,0.0017240350066573093,0.0007292832965247844,0.0007292832965247844,0.0
S00121,0000005_17_50_27,1,0.5819696924779524,0.4180303075220476,0.0018520593960927533,0.0007742169588977514,0.0007742169588977514,0.0
S00122,0000006_16_18_16,1,0.5907271999233628,0.40927280007663724,0.0019611839003714736,0.0008026592263702538,0.0008026592263702538,0.0
S00123,0000006_24_29_23,1,0.6550723438572973,0.3449276561427027,0.0016721811420291124,0.0005767815219661297,0.0005767815219661297,0.0120079634300735
S00124,0000005_17_31_19,1,0.6083717757208883,0.3916282242791117,0.001631834935509565,0.0006390726181102297,0.0006390726181102297,0.0
S00126,0000017_6_56_26,1,0.5692914985430635,0.4307085014569365,0.00166687456011154,0.0007179370439023316,0.0007179370439023316,0.0145181549966406
S00127,0000017_11_44_20,1,0.6307428469408748,0.3692571530591252,0.0017446093304221179,0.0006442094745520579,0.0006442094745520579,0.0
S00128,0000017_19_43_26,1,0.44419848220342373,0.5558015177965763,0.0016049349188106002,0.0008920252638396565,0.0008920252638396565,0.0023878847281078
S00129,0000017_24_13_21,1,0.5947930354216782,0.40520696457832184,0.0017523127471075416,0.0007100493292473474,0.0007100493292473474,0.0071621056878935
S00130,0000017_9_33_16,1,0.5854452492192929,0.41455475078070714,0.0015208052883527526,0.0006304570572990568,0.0006304570572990568,0.0048756321399316
S00131,0000017_3_63_24,1,0.5804177416793895,0.41958225832061047,0.0018324093486510814,0.0007688464526748196,0.0007688464526748196,0.0
S00132,0000017_9_37_26,1,0.648755694957213,0.35124430504278703,0.0016635489258102958,0.0005843120863509122,0.0005843120863509122,0.0
S00133,0000017_9_35_15,1,0.5039671312780128,0.49603286872198715,0.001362945871307431,0.0006760659504574134,0.0006760659504574134,0.0
S00134,0000017_11_39_25,1,0.47383744139169626,0.5261625586083037,0.0016339612521164542,0.0008597292330804212,0.0008597292330804212,0.0
S00135,0000018_24_27_14,1,0.5302981015529732,0.4697018984470268,0.0016502391757963596,0.000775120473763207,0.000775120473763207,0.0024002704530087
S00136,0000001_22_29_23,1,0.6411769079790312,0.35882309202096885,0.0016613231878996174,0.0005961211231282738,0.0005961211231282738,0.0024124339857098
S00137,0000001_1_62_25,1,0.6508221450743321,0.3491778549256679,0.0015132043314886412,0.000528377442533433,0.000528377442533433,0.0
S00138,0000009_20_36_24,1,0.6745696169425737,0.32543038305742633,0.0015960404574643032,0.0005194000574477582,0.0005194000574477582,0.0024209654634906
S00139,0000018_24_19_25,1,0.5295986763448733,0.47040132365512666,0.0016205542678135473,0.0007623108726344573,0.0007623108726344573,0.0023857183316292
S00142,0000001_17_25_28,1,0.5571956401188158,0.44280435988118416,0.0016971871896545505,0.0007515218871135291,0.0007515218871135291,0.0023883666839667
S00144,0000020_8_25_17,1,0.587053279014758,0.412946720985242,0.001609386087787553,0.0006645907077511368,0.0006645907077511368,0.0
S00145,0000001_17_60_25,1,0.5982434865577709,0.40175651344222907,0.0016080526235956356,0.0006460456154874117,0.0006460456154874117,0.0048074365336157
S00146,0000001_1_48_16,1,0.5584185926678782,0.4415814073321218,0.0018230917423083584,0.0008050434172640949,0.0008050434172640949,0.0
S00148,0000001_17_21_22,1,0.6060105491794915,0.3939894508205085,0.0017435557076702591,0.0006869425557399684,0.0006869425557399684,0.0023848940713548
S00149,0000001_17_45_19,1,0.6247490319109424,0.37525096808905756,0.001719875656422235,0.000645385005065247,0.000645385005065247,0.0
S00150,0000020_10_45_21,1,0.9043126643992764,0.09568733560072362,0.001691127222020305,0.00016181945803697638,0.0,0.0024284534611569
S00151,0000001_9_37_22,1,0.7549739431424817,0.24502605685751833,0.0016128209533954416,0.0003951831586276684,0.0003951831586276684,0.0
S00152,0000017_25_45_27,1,0.7651826664962492,0.23481733350375078,0.0017537720062616622,0.00041181606608388686,0.00041181606608388686,0.0
S00153,0000001_7_47_24,1,0.8310097673587473,0.16899023264125268,0.0018282803697434954,0.0003089615250163888,0.0003089615250163888,0.0
S00154,0000001_15_48_24,1,0.674882297513616,0.32511770248638405,0.0017368190190932226,0.0005646706091222437,0.0005646706091222437,0.0024048348309115
S00155,0000001_10_39_13,1,0.8131817583408506,0.1868182416591494,0.0017906018585042691,0.0003345170907173726,0.0003345170907173726,0.0
S00156,0000001_11_25_17,1,0.7535138313792805,0.24648616862071948,0.0017957894051559553,0.00044263725012657235,0.00044263725012657235,0.0
S00157,0000009_7_29_17,1,0.764022535317923,0.23597746468207703,0.0017159189551026715,0.0004049182046250472,0.0004049182046250472,0.0023905723905723
S00158,0000001_11_39_30,1,0.7136453848066231,0.2863546151933769,0.001831197744732433,0.0005243719255358355,0.0005243719255358355,0.0
S00162,0000001_23_16_22,1,0.4884894827165462,0.5115105172834538,0.0017172724538992196,0.0008784029212106158,0.0008784029212106158,0.0
S00164,0000017_19_41_12,1,0.6488759638359081,0.35112403616409193,0.0016174976005806768,0.0005679422860016215,0.0005679422860016215,0.0
S00165,0000001_23_55_25,1,0.5960726331370971,0.40392736686290287,0.0015172175221335742,0.0006128456786736727,0.0006128456786736727,0.0
S00166,0000001_23_33_21,1,0.6464214278650405,0.35357857213495947,0.0016559794246302653,0.000585518840445641,0.000585518840445641,0.0
S00168,0000007_10_25_22,1,0.5774374620639529,0.42256253793604714,0.0016602526339037289,0.0007015605665973666,0.0007015605665973666,0.0044468304030778
S00169,0000007_5_44_15,1,0.4947323059036682,0.5052676940963319,0.001688523154248475,0.0008531562005753919,0.0008531562005753919,0.002185201306724
S00170,0000007_5_32_12,1,0.6002371629553724,0.39976283704462756,0.0016815600836084482,0.0006722252296843144,0.0006722252296843144,0.0
S00171,0000007_10_37_22,1,0.5963825691179224,0.4036174308820776,0.0014972025324785376,0.0006042970396691276,0.0006042970396691276,0.002232734493277
S00174,0000007_20_40_22,1,0.4579275082630719,0.5420724917369282,0.0016971508357190423,0.0009199787823716312,0.0009199787823716312,0.0
S00175,0000007_21_46_13,1,0.5132785258236523,0.4867214741763477,0.0016037792340608769,0.0007805937930555238,0.0007805937930555238,0.0
S00177,0000021_19_40_29,1,0.4108648878631668,0.5891351121368331,0.0017504379770745732,0.0010312444739124,0.0010312444739124,0.0043713251623854
S00178,0000021_19_46_28,1,0.4894772913044251,0.5105227086955749,0.0016567048543228715,0.0008457854497380202,0.0008457854497380202,0.0
S00180,0000021_22_54_28,1,0.7565171437719662,0.24348285622803378,0.0016657856166609236,0.00040559023980817825,0.00040559023980817825,0.0
S00181,0000021_22_33_20,1,0.4584525398942061,0.5415474601057939,0.0017796298288854343,0.0009637540137614156,0.0009637540137614156,0.0
S00183,0000021_22_55_14,1,0.6684936002283566,0.3315063997716434,0.0016655038483362275,0.00055212518456776,0.00055212518456776,0.0
S00185,0000021_24_54_16,1,0.5138014097331327,0.4861985902668673,0.0018063807444420167,0.0008782597714329228,0.0008782597714329228,0.0
S00186,0000021_25_55_25,1,0.5827145288284259,0.4172854711715741,0.0016075587330773113,0.0006708109033681446,0.0006708109033681446,0.0
S00187,0000021_11_35_14,1,0.5979516366512712,0.40204836334872884,0.0018110951475778395,0.0007281478399524949,0.0007281478399524949,0.0023849627379564
S00188,0000021_24_34_12,1,0.6493604541404151,0.3506395458595849,0.00206548556092589,0.0007242409190625841,0.0007242409190625841,0.0
S00189,0000021_11_40_25,1,0.6611596445901607,0.33884035540983926,0.0016857240645735438,0.0005711913411630184,0.0005711913411630184,0.0
S00191,0000021_9_31_21,1,0.7034487124028729,0.2965512875971271,0.0017725386082236634,0.0005256486065843471,0.0005256486065843471,0.0
S00192,0000021_8_42_14,1,0.6438451592759641,0.3561548407240359,0.001736778483404044,0.0006185620641296999,0.0006185620641296999,0.0
S00193,0000021_9_17_24,1,0.5153976769483335,0.4846023230516665,0.0016897083338841422,0.0008188365838800163,0.0008188365838800163,0.0
S00194,0000021_8_47_20,1,0.7701015335441243,0.22989846645587575,0.0016369688080984709,0.0003763366186179412,0.0003763366186179412,0.0023942345675443
S00199,0000008_6_28_27,1,0.6281057182816352,0.3718942817183648,0.001592961718343464,0.0005924133540481947,0.0005924133540481947,0.0
S00201,0000008_6_35_28,1,0.5608422679013328,0.43915773209866715,0.0017110478951771035,0.0007514199131581748,0.0007514199131581748,0.0
S00202,0000008_6_40_24,1,0.5043953166691665,0.4956046833308335,0.0016388221549682085,0.0008122079351485732,0.0008122079351485732,0.0
S00205,0000008_24_19_24,1,0.43950396729983393,0.560496032700166,0.0016296729702834965,0.0009134252344425954,0.0009134252344425954,0.0024191978193146
S00206,0000016_3_14_20,1,0.6004853672849761,0.39951463271502385,0.0016192589008875602,0.0006469176250586268,0.0006469176250586268,0.0
S00207,0000016_3_47_21,1,0.521224723332791,0.478775276667209,0.0016349728336577977,0.0007827845707778828,0.0007827845707778828,0.0024246859373094
S00208,0000008_12_60_17,1,0.5553099198273845,0.44469008017261547,0.00179429270310812,0.0007979041659982888,0.0007979041659982888,0.0
S00210,0000008_12_51_18,1,0.5669959456533947,0.43300405434660527,0.0016928764678445906,0.0007330223740846682,0.0007330223740846682,0.0
S00211,0000016_15_26_16,1,0.4419712981672925,0.5580287018327075,0.0017256683991527307,0.0009629724965729248,0.0009629724965729248,0.0024002356770644
S00214,0000002_16_54_27,1,0.7113222012456624,0.28867779875433763,0.0014051833936930878,0.0004056452489374704,0.0004056452489374704,0.0
S00216,0000002_14_39_30,1,0.6653280088831297,0.3346719911168703,0.0016466358599334055,0.0005510829018883528,0.0005510829018883528,0.0
S00217,0000002_22_35_18,1,0.6406606155590392,0.3593393844409608,0.0016194956107791279,0.0005819485558822097,0.0005819485558822097,0.0
S00218,0000004_22_56_15,1,0.47424862528962825,0.5257513747103717,0.0016116882041335324,0.0008473472889276948,0.0008473472889276948,0.0
S00220,0000004_10_33_26,1,0.4151362405613778,0.5848637594386221,0.0017930536620710084,0.0010486921056740387,0.0010486921056740387,0.0048111362800333
S00221,0000006_23_50_17,1,0.3088065106182289,0.691193489381771,0.0017190013330001532,0.0011881625296082917,0.0011881625296082917,0.0024405814181889
S00223,0000004_4_32_29,1,0.6162434412002513,0.3837565587997487,0.0017463831239258576,0.0006701859779837422,0.0006701859779837422,0.0
S00226,0000004_4_37_16,1,0.45062443851840434,0.5493755614815956,0.001645835730385583,0.0009041819284870517,0.0009041819284870517,0.0
S00227,0000009_6_47_25,1,0.7508170902805212,0.24918290971947876,0.0016012117511361372,0.0003989946032251246,0.0003989946032251246,0.0
S00229,0000003_10_41_20,1,0.6871457457767124,0.3128542542232876,0.0016975571783923481,0.0005310879850473264,0.0005310879850473264,0.0
S00233,0000011_23_16_18,1,0.7992320020254843,0.20076799797451572,0.0016968084832279858,0.00034066484212385737,0.00034066484212385737,0.0
S00237,0000011_19_38_25,1,0.6601105085601543,0.3398894914398457,0.0016127040234067726,0.000548141150358721,0.000548141150358721,0.0
S00238,0000016_25_37_23,1,0.8064538519350618,0.1935461480649382,0.0016663932432578743,0.00032252399339400113,0.00032252399339400113,0.0
S00245,0000009_7_47_29,1,0.8050016853756472,0.1949983146243528,0.0016230202580360114,0.0003164862149182044,0.0003164862149182044,0.0
S00247,0000008_22_40_17,1,0.5828479262330375,0.4171520737669625,0.0019545907403654816,0.0008153615807091632,0.0008153615807091632,0.0
S00248,0000009_2_61_20,1,0.5913784481647836,0.4086215518352164,0.0020008512281367427,0.0008175909338326345,0.0008175909338326345,0.0048394556829523
S00249,0000009_2_17_26,1,0.634055928567915,0.36594407143208496,0.0017532603878048357,0.0006415952445938978,0.0006415952445938978,0.0072902762090563
S00252,0000001_16_16_19,1,0.693014905649913,0.30698509435008703,0.0017524400849572568,0.000537972984823478,0.000537972984823478,0.0
S00253,0000008_14_19_17,1,0.5758893044650257,0.42411069553497427,0.0017966314112106239,0.00076197059742852,0.00076197059742852,0.0
S00257,0000019_14_46_22,1,0.7662225002350559,0.2337774997649441,0.0018810477874490479,0.0004397466486882184,0.0004397466486882184,0.0122792453576052
S00258,0000022_7_29_26,1,0.566721711568283,0.433278288431717,0.0017748978351182078,0.0007690246961411769,0.0007690246961411769,0.004889013491513
S00259,0000022_6_51_28,1,0.6832425803488905,0.3167574196511095,0.001599529038983763,0.0005066626910455157,0.0005066626910455157,0.0
S00260,0000022_7_18_22,1,0.5964176801695263,0.40358231983047366,0.0018418414837898841,0.0007433346587879232,0.0007433346587879232,0.0
S00261,0000022_6_22_20,1,0.6278464919346965,0.37215350806530345,0.001770609202087796,0.000658938425969681,0.000658938425969681,0.0
S00262,0000022_7_37_31,1,0.667216433161941,0.332783566838059,0.0017977491688077666,0.0005982613806760044,0.0005982613806760044,0.0
S00264,0000022_6_30_20,1,0.5868145646582217,0.4131854353417783,0.0018131904094680728,0.000749183868693603,0.000749183868693603,0.0
S00265,0000022_5_40_28,1,0.6339192899704924,0.3660807100295076,0.0017104664893891383,0.000626168786917255,0.000626168786917255,0.0021986286219862
S00267,0000022_3_51_13,1,0.5734450196752233,0.4265549803247767,0.0018009276420398845,0.0007681946549166694,0.0007681946549166694,0.0022214176846302
S00268,0000022_7_32_31,1,0.6643988018861344,0.3356011981138656,0.0018461112567225023,0.0006195571496075659,0.0006195571496075659,0.0
S00269,0000022_7_34_16,1,0.5210457852365419,0.4789542147634581,0.0016397693466743675,0.0007853744398296104,0.0007853744398296104,0.0
S00270,0000022_7_23_24,1,0.6456611136779054,0.35433888632209465,0.001652868419732497,0.0005856755550849734,0.0005856755550849734,0.0021931566452205
S00271,0000022_1_58_22,1,0.5511309026334217,0.4488690973665783,0.002034446576554957,0.000913200198458749,0.000913200198458749,0.0
S00273,0000022_5_27_13,1,0.8113465391157481,0.18865346088425194,0.0017693052066012653,0.0003337855505858551,0.0003337855505858551,0.0023947190902958
S00275,0000022_1_37_16,1,0.6382410754942984,0.3617589245057016,0.0018071090472681678,0.0006537378254042554,0.0006537378254042554,0.0
S00277,0000003_10_28_21,1,0.3891369844573516,0.6108630155426484,0.0015968939228796714,0.0009754834372320056,0.0009754834372320056,0.0
S00278,0000003_10_58_21,1,0.5009578117469532,0.4990421882530468,0.0017088195895200177,0.0008527730672837428,0.0008527730672837428,0.0024270303793883
S00283,0000012_21_38_24,1,0.7008409565278872,0.29915904347211275,0.001722534845087444,0.0005153118766037437,0.0005153118766037437,0.0
S00284,0000012_15_62_18,1,0.8224663926538693,0.17753360734613066,0.001666314617745091,0.0002958268450618748,0.0002958268450618748,0.0
S00289,0000023_4_30_31,1,0.7760204917850339,0.22397950821496615,0.0019448191479690738,0.00043559963632916265,0.00043559963632916265,0.0
S00290,0000023_12_31_31,1,0.4795657563880112,0.5204342436119889,0.001690501611424397,0.0008797949274665045,0.0008797949274665045,0.0024540301396377
S00294,0000013_13_46_19,1,0.6208834236668785,0.37911657633312146,0.0017155782031679136,0.0006504041348167477,0.0006504041348167477,0.0
S00296,0000012_10_16_24,1,0.6004976426084394,0.3995023573915606,0.00218540647306947,0.0008730750378500293,0.0008730750378500293,0.0
S00297,0000024_4_14_24,1,0.5637818400610847,0.43621815993891533,0.0017902008542649433,0.0007809181225685279,0.0007809181225685279,0.0048750582407611
S00302,0000008_14_50_23,1,0.5956988898354668,0.4043011101645332,0.0016162795956070777,0.0006534636348402243,0.0006534636348402243,0.0
S00303,0000001_13_52_15,1,0.7068858762590396,0.29311412374096035,0.0017186127142220589,0.0005037496597792723,0.0005037496597792723,0.0044147169073886
S00308,0000008_9_24_19,1,0.6350051072211115,0.3649948927788885,0.001772690610134133,0.0006470230191760503,0.0006470230191760503,0.0
S00309,0000009_1_25_17,1,0.8499663122242478,0.1500336877757522,0.0016275290695313002,0.0002441841882640196,0.0002441841882640196,0.0021791077496437
S00310,0000009_1_21_19,1,0.7819490800697363,0.2180509199302637,0.0017323838218708581,0.00037774788603124674,0.00037774788603124674,0.0156605896916497
S00311,0000009_3_34_21,1,0.7661879188099396,0.23381208119006036,0.0017049359046781268,0.00039863461216845116,0.00039863461216845116,0.0
S00312,0000009_3_33_22,1,0.8009500629788622,0.19904993702113782,0.0017197104223232805,0.00034230825125804333,0.00034230825125804333,0.0022374990433228
S00313,0000009_14_30_14,1,0.7648737742473334,0.23512622575266662,0.0015937409648830374,0.00037473029790036175,0.00037473029790036175,0.0
S00314,0000009_24_57_25,1,0.7357079639347832,0.2642920360652168,0.0015814004178355818,0.0004179515362641505,0.0004179515362641505,0.0021928953719759
S00315,0000008_22_48_15,1,0.709507729907467,0.290492270092533,0.0017914493485691372,0.0005204021880216381,0.0005204021880216381,0.0021781336418657
S00316,0000009_24_24_28,1,0.7738700960989291,0.2261299039010709,0.001531816217324024,0.0003463894540175835,0.0003463894540175835,0.0
S00318,0000009_14_23_19,1,0.7632676983714717,0.23673230162852832,0.0015937929818345968,0.00037730228090909935,0.00037730228090909935,0.0022137295775651
S00319,0000009_24_43_31,1,0.686458681781826,0.313541318218174,0.0019200347984595788,0.0006020102417337823,0.0006020102417337823,0.0021892730027839
S00321,0000025_16_24_21,1,0.8540293585942744,0.14597064140572558,0.0016843303531909866,0.0002458627819944206,0.0002458627819944206,0.0
S00323,0000023_16_27_22,1,0.7830071764650477,0.2169928235349523,0.001875716731622939,0.0004070170697466139,0.0004070170697466139,0.0
S00324,0000023_18_39_23,1,0.5938678861046542,0.40613211389534576,0.001259049667859792,0.0005113405031071303,0.0005113405031071303,0.002440437609255
S00325,0000023_18_17_18,1,0.5977818908495617,0.4022181091504383,0.0018007978170844685,0.0007243134929499518,0.0007243134929499518,0.0
S00326,0000023_10_62_21,1,0.6703951028893335,0.32960489711066654,0.0017403788927928758,0.0005736374058925716,0.0005736374058925716,0.0
S00327,0000023_15_55_16,1,0.8353097770617471,0.16469022293825286,0.0018541775100651432,0.000305364907499723,0.000305364907499723,0.0044787484736659
S00328,0000023_10_48_17,1,0.6216518858120726,0.37834811418792735,0.001803130998747856,0.0006822112130100453,0.0006822112130100453,0.0
S00329,0000023_10_37_27,1,0.6808163938442295,0.31918360615577046,0.0017171424935615062,0.0005480837333782734,0.0005480837333782734,0.0021770745724698
S00331,0000023_11_50_17,1,0.5598301417824985,0.44016985821750154,0.0017900177006792246,0.0007879118375147924,0.0007879118375147924,0.0
S00332,0000023_14_40_12,1,0.6259788708724403,0.3740211291275597,0.001807254745558868,0.0006759514605550684,0.0006759514605550684,0.0
S00334,0000023_13_40_16,1,0.5318288159342347,0.4681711840657653,0.001636632427989954,0.0007662241416924851,0.0007662241416924851,0.0072413089722295
